Replica_0,Replica_1,Replica_2,Replica_3,Replica_4
3.1490972851092978,2.414570261328021,2.5816292488728374,2.514358429964762,2.656235393208413
5.0158889083879785,4.8974535759788145,4.506010035659393,4.478901941264386,4.618957953998789
7.6212287742962035,6.988713268527118,7.165400406903111,6.911710859700452,7.158121892242389
9.461846904717198,9.359706947420857,9.717751346588438,9.455963957027587,9.282441480334061
12.343024357600056,11.741456995016122,12.10393048730384,11.884336492244495,12.25259273975937
14.365886438804429,14.329683818153907,14.647573490661836,14.260941373386082,14.312314055586032
16.80413703462443,16.63782798981443,17.161350809127164,16.672060174700846,16.969462038947857
18.73306234956134,18.496973470697437,19.13285799865412,18.595068665015354,19.478971737604155
21.01755482730826,21.02304635173202,21.432271966628793,21.124958605160845,21.527041647633144
23.590399229426364,23.502845485271482,23.37833852141461,23.04561665302995,23.99151871882544
26.024461260588822,25.953216450091823,26.346766806977257,26.11663841689678,27.163013430478273
28.529471546260822,28.392073874778742,28.720572050485472,28.490906411421374,29.61239124797795
31.479974649200056,31.211749406566895,31.734659518341957,30.89295352427042,32.06188855447203
33.43725280458292,33.272784187399694,33.67176464594108,33.452562874537826,34.15083225507909
36.224094905486325,36.23656139016626,36.216629273859446,36.0116496885379,37.12725270941306
41.59070967083252,41.38619817304586,41.879128231144726,41.539721157417766,42.534287766374064
47.31250712007367,47.479780304027116,47.728575198068775,47.02496719171912,48.615614338882
53.008772917998336,53.11319309576667,53.1703445932255,52.554059843562534,53.89842246412189
58.44344452818083,58.31058532537434,58.90727342082433,58.660371385600214,59.2154213809223
64.44790428944908,64.07227465846397,65.05943979926752,64.38054446978732,65.32289646322221
67.49688966216651,66.6537312805643,67.40359728932562,67.4891807107867,68.47000359725746
69.53703688027274,69.08637230792606,69.9181546730205,69.93088950204444,70.86871571526359
71.82477217119232,71.43626997761274,72.19908827798439,72.5202522354061,72.91060904116739
74.27983450775264,74.0561777558566,74.89931072930266,74.51808580062205,75.62157029063656
75.98169447697184,76.13873958003951,77.0512736291026,76.89454072091583,77.68023477667327
77.91753687387629,78.17265912503873,79.03922048602263,78.96151161598023,80.11241819196997
81.04887477263985,80.54395639209419,81.66820219570413,81.44941206519022,82.74830258356405
83.46803561776713,83.6048919487338,84.26026761236886,83.88344737447702,85.28978312541332
85.73716572458707,86.20226081423708,87.25595448335162,86.8776819837931,88.22759762467525
88.15768852398581,88.66615835289574,89.58949181908181,88.69990255303472,90.1108273108586
90.17442730427523,90.71788920560016,91.43755628663082,91.13039503753775,92.10546078473189
92.72802315858114,93.28129641754875,93.22280205222887,93.1913209108149,94.74401772525518
95.50714331323847,95.7502098340114,96.18402463233447,96.08538238358608,97.29520391704968
98.060988909386,98.33469110713042,98.68305089844397,98.07551559226845,99.88647246440291
100.55542234663997,101.00110974445299,100.59009494139607,100.6497101238016,102.59877589152522
106.40807149946363,106.93837156066778,107.21218048901072,107.49395286179119,109.4168117514022
112.9090628107694,113.35983515419512,113.69347944618501,113.54060366386446,115.44359250607393
118.56423546921695,118.76399223122795,119.10116229493204,119.41423827134308,120.77065298551489
124.38810148580329,124.25820560956494,124.86332119340807,124.97932635564247,127.11678552950983
130.30679979871834,130.50278185395445,130.95320975425577,130.88894539616481,133.1284137014826
132.65166443713875,133.19446157522117,132.891223325839,132.90148367816028,135.12057811311817
135.168525447938,135.2131653114921,135.53941823887027,135.56087872951304,137.64260204934203
137.60375593854704,138.1459148714218,137.91709620510136,138.0334044656727,140.2788967613127
139.65521309610165,140.12770482001903,140.4479368912669,140.49656354203307,142.32482935523865
142.4661889824349,142.6052163763598,143.01935190279804,143.04190342549566,145.319881432572
144.68710784116774,145.02957758691105,145.39961287197727,145.0338956592933,147.33153024513544
147.1864035042439,147.5173717754912,147.32613297218006,147.41290796719937,149.812375944692
149.06550140630722,149.23976802124187,149.86164648357146,149.59606257645302,151.9301534749286
150.9675968180496,151.37559110212163,151.98059271468293,152.10087270515527,154.54102271017007
153.46724653151296,153.2264939223713,153.80100061659732,154.20575815507019,156.5196428826055
155.4834933566655,155.8604503583142,156.34945018650737,156.89877940793423,158.83575153182989
158.54543141041967,158.6269105861002,159.42394213345432,159.43845239262666,161.15933063745433
161.08137875859705,160.9446615816254,162.08036033807545,161.9472900138479,163.77723285854714
163.40285932094994,163.62193924176196,164.60395790473507,165.20379629886807,166.1007899787603
165.92397725492808,166.0464790649849,167.00386325675683,167.05511313021077,168.4718993204443
171.23911949498475,171.43923578919294,172.30677936808186,173.28310691611279,174.05570428166624
177.49891432875984,177.6772502766924,177.97329111798877,178.56272973762535,180.00591071982768
183.08789649955216,183.34892516443892,184.42755391774637,184.55111758827,185.88367039966516
188.50667713102257,188.87992917644695,190.06734958898488,189.79817874749332,191.3950092289708
194.32800185480403,195.06033100001835,195.82070305130856,196.01225488093644,197.58174664231262
196.9360504570172,197.39315986251887,197.93388887780984,197.94496378673765,199.66183810041787
199.3080285382181,199.6634444752289,201.23471118990648,201.0920706981698,202.6127087067094
202.42727558073392,202.49560835349368,204.15921967098762,203.53434920841335,205.09592747187745
204.83698786740382,204.809729913155,206.56129953368685,206.33986893973128,208.15320767776188
207.67386401823168,207.17225879429097,208.80521970759398,208.86638036343734,210.67355769993588
209.77881957810294,209.6216153710084,211.33778743804424,211.34594546160199,212.48043576644167
212.43800664930544,211.4857836724154,213.40598994438437,213.45153045583547,215.12936918291152
214.39334679703947,214.14975463444426,215.72505092596123,215.88753546825717,217.2215692252556
217.34616901070652,217.14192141588632,218.2586433263688,218.47425011270462,220.1456360553244
219.80794202408825,219.90591732946044,221.29974903992698,221.58069863791334,222.61736503008333
222.39736380284643,222.4243296691591,224.0755826681635,223.73725838418324,224.84748435109617
224.577317739487,224.68226763294606,226.16844309861546,226.14890101644812,226.88897811463534
227.1800371787089,227.40274515747493,228.05096009248595,228.193300257931,229.40486005198818
229.5969059033482,230.12304470520075,231.3013327706918,231.17264469012596,232.1142224218764
232.73182585326757,232.83966414749295,233.8127956958699,233.73237155070453,235.23460981747485
238.20483914813744,238.56127022731934,239.0006943019842,239.2494730776321,240.60746321195305
244.1463616591129,244.66895137349445,245.33550020968258,245.64862345794157,246.77800665702716
250.69409534655077,251.24178890003046,251.51707259149336,252.4587119662798,253.2553949185736
256.6899082024544,257.18306877473674,257.5188116602755,258.21845676420685,259.35696707689976
262.07441773847006,262.6145730817028,262.92840674739074,263.41636949014935,264.7224348545311
264.3361335344084,265.10127487492946,265.36736968135267,265.75447256699806,267.21980032075743
266.3932680854347,267.0483820013748,267.419732236849,267.79360408803984,269.8241655897066
269.49862694689546,270.1135612765221,270.3026020480757,270.58206838468567,272.4701943094636
272.6317679920215,272.66628824723307,272.8312927227182,273.77529724534446,275.2925711451985
