Time,Active_Replicas,P95_Latency,P99_Latency,Avg_Latency,Total_CPU,Requests
0,1,11.085385150675954,11.224486191653309,10.077542841627594,2.5528434585017545,5
1,1,11.191797830121748,11.245768727542469,10.15862408050809,5.2058924812344225,5
2,1,11.296464970518054,11.385753415207025,10.110543814971251,8.384582850345296,6
3,1,11.251765493922548,11.376824570738128,9.917147960470903,11.369281002255061,6
4,1,11.206973606370518,11.366407585524414,10.00845366952832,14.775877670935351,7
5,1,11.27876909664981,11.383301302963726,10.074327105832053,18.18153420925764,7
6,1,11.356343788249209,11.422335343467298,10.116858975749505,21.941866196388766,8
7,1,11.347378255381955,11.420333965630382,10.120164314695437,25.60246013611324,8
8,1,11.381173915013429,11.423692014726287,10.142605807260502,29.879259360558827,9
9,1,11.373510562987542,11.422281904534122,10.052123847754284,34.34259922899253,9
10,1,11.380322431454998,11.435382704682471,10.063341215851747,40.3169891399698,12
11,1,11.370956112312246,11.434056941063565,10.04829923744178,45.45394584854637,11
12,1,11.408542992976137,11.461070924793889,10.073120955942372,51.889806395650304,13
13,1,11.382986462178591,11.461070924793889,10.07963771546766,57.39857796952993,11
14,2,11.41077062491524,11.459666457907907,10.116222313346505,64.26403377634828,14
15,2,11.39936336765566,11.457813586783896,10.07889246889832,70.30160118161733,12
16,2,11.403875192062669,11.45565190380588,10.08059580941204,77.20920117095898,14
17,2,11.395296483608213,11.453490220827865,10.060130790735592,83.92237461122112,14
18,2,11.389405962616772,11.45117413192285,10.027299876587731,91.20821129766416,15
19,2,11.38858080106878,11.448703637090832,10.017399478957685,99.17488533502481,16
20,2,11.382634663185799,11.445924330404813,10.014276285416877,108.42700376736994,18
21,2,11.381539102056522,11.445461112623809,10.027023146502003,116.68360343016572,17
22,3,11.375504818396522,11.445292166222956,10.01681534563166,125.21018401539325,18
23,3,11.376764617644724,11.445263085275252,10.023816259885136,134.66540840359167,18
24,3,11.387016907702911,11.475885623949601,10.03847658228624,143.03706060290008,17
25,3,11.389405962616772,11.48710708821209,10.046657795135415,151.9503460149601,18
26,3,11.389354390020022,11.486879159089396,10.04156849128054,162.55001780809962,21
27,3,11.38852922847203,11.486705498805438,10.025928933385599,172.8160922208216,21
28,4,11.386286533616726,11.486596350919156,10.02436970005251,184.18664546319397,23
29,4,11.385921346573634,11.487486970083248,10.016743507159934,194.03443171166782,21
30,4,11.376134718020623,11.487259040960554,10.02962633547453,204.376091770587,21
31,4,11.374874918772422,11.487020258070112,10.01114775037,215.4814275267541,22
32,4,11.365252163516447,11.486748913876427,9.99480868359689,228.23413005474242,25
33,4,11.364277091138216,11.485072792081846,9.987779145793892,240.45288494615406,24
34,5,11.36392736923465,11.479708405455751,9.980031705194932,252.80727902233812,24
35,5,11.363168308099157,11.473144945666155,9.971371260203581,266.76617071853815,27
36,5,11.360046308274772,11.46633839477324,9.96822595766199,280.51918881238703,28
37,5,11.364277091138216,11.460990390500234,9.995811959880907,293.1935128166744,25
38,5,11.364277091138216,11.460990390500234,10.005124791632495,306.05171902530947,26
39,5,11.364277091138216,11.460990390500234,10.014487568091402,320.21908417475413,28
40,5,11.364277091138216,11.459027249087132,10.016144506914394,333.39294254383793,26
41,5,11.363268954594696,11.459027249087132,9.99981327934816,348.19448770547785,29
42,5,11.793173712703323,13.412776129072709,10.172245806057733,363.6475937902923,31
43,5,13.12696646797104,18.777955310340246,10.43971307307148,377.663663833172,28
44,5,22.068007355907163,24.917372755374704,11.311245811097637,393.89597323252474,33
45,5,25.846652046833483,28.50224887065069,12.300974419822994,408.25183797998693,29
46,5,29.66137333197586,33.313644617307446,13.62585521999772,423.5257963126562,31
47,5,33.82403797524005,38.579855297171314,15.199039076847523,438.1564359061116,30
48,5,38.7133026856845,44.538987633805874,17.103340372228423,453.8326269507595,31
49,5,43.631877818487524,47.44444405093473,19.261630367181073,469.1339198332255,31
50,5,49.05443749913507,54.34166295850082,22.0096707077042,486.32324871239143,34
51,5,55.023996033830386,59.79001427534579,25.521878637381334,505.1005225418022,38
52,5,60.90775845164583,65.39706684842704,29.28296762216159,523.1567913012228,36
53,5,67.47962222191711,72.2350341082923,33.71360215235401,542.456415094168,38
54,5,72.81876493944603,79.1080518063776,38.329269641665135,560.0378023794018,36
55,5,78.96951414455253,86.23128959477485,43.26091692858536,577.0327178574341,35
56,5,85.52917243788605,91.79943167946882,48.8447692198786,596.0322303330481,37
57,5,92.18197261336607,99.02088095716776,54.90310485913818,615.1792552445477,38
58,5,97.4745317849821,102.2635181050845,60.51204347140195,633.0803736321153,36
59,5,101.46516238142513,107.97767549013346,66.74957103117382,653.7031784886832,41
60,5,107.86134331782965,115.75497988428579,72.66295744976831,672.6045884272487,38
61,5,116.27083607699464,122.04841268242801,79.65357680923833,694.9230777067949,45
62,5,124.04973711649589,130.8780742116859,86.95442219850727,717.7131592001053,46
63,5,131.24991316826947,137.4519498598453,94.21292018153464,740.2620791167478,46
64,5,136.6242293237231,143.81504454208286,100.91421402764271,762.1436806428555,45
65,5,143.17923625196667,151.7867865858227,107.10213013668668,782.5294506656114,41
66,5,150.46876201528377,157.76076926991516,113.3641706277381,803.0454962571694,41
67,5,155.33374804122812,164.12404964106554,119.70405515761756,824.6667941386763,43
68,5,163.96730661876052,172.79848549522703,127.03052832588303,849.1148648308513,49
69,5,172.0836858129507,179.19046084187104,134.26081644147365,873.8446201944789,49
70,5,178.08898232695537,191.15394509105224,141.3686109475437,896.8678599223106,46
71,5,186.6508262269891,196.6961273247015,147.8584487197205,918.9468311391533,43
72,5,194.78069106616726,203.49583967860323,154.75136557082433,941.5595071444025,45
73,5,203.855599749328,215.23429697114545,162.61124462394147,968.0830544738178,52
74,5,213.63626848681432,223.19293785480718,170.5818166651632,994.0300839707963,52
75,5,219.21381063866573,226.01239292013202,177.8621139671541,1017.0855883323559,47
76,5,226.02145512628815,238.24134388113202,185.93517965885388,1043.2697590245195,52
77,5,237.75801526087514,244.5598810020455,194.46528088405807,1070.7495883270997,55
78,5,243.64114928342354,256.814614117823,202.61326855847872,1095.8525980623006,51
79,5,254.10909582973838,264.08886434063294,210.3480546969027,1119.3105062340062,48
80,5,260.1994111905849,272.01901187257135,218.1467350635707,1145.2954973989195,53
81,5,266.9485988526105,278.17661960746074,225.1829655352386,1169.3709224636045,48
82,5,275.24480369592834,287.2241190637255,234.097429004973,1199.2988757368357,59
83,5,286.80045260412373,296.44829200422384,242.95268007216282,1228.8465613087872,59
84,5,293.98156567195747,304.84087251183036,251.2931374735301,1256.7512319542343,56
85,5,302.61042749946705,314.9377492139436,258.9767745287781,1282.352426299549,50
86,5,314.99735332065285,325.2136621647702,268.18611324078,1312.9881159600773,61
87,5,322.06402207355006,337.0389008247177,276.09425373124094,1342.0876344791077,58
88,5,334.65851663218575,342.57711432079844,284.605966686689,1370.5924886207033,58
89,5,341.1134156129847,351.9386923953805,293.2856247783408,1398.724769675221,56
90,5,349.19135695543093,362.0233240032812,302.24816163521984,1427.7113447006923,57
91,5,357.9102583215072,366.1502625286679,310.827975432042,1457.9442727760356,59
92,5,367.01505347454895,376.0379927886664,319.47625067134436,1487.500413178407,60
93,5,375.7497230059666,391.1432448860212,328.61934942871557,1518.5518697866273,62
94,5,385.53127822943753,400.2712063975206,337.38960807975843,1549.7229719322074,62
95,5,391.99078551519756,412.33871236715095,345.33160838007086,1576.5764297979636,56
96,5,410.8242619936469,418.3200047695548,354.4289159522991,1605.4933830884345,58
