RPS,P95_Latency,P99_Latency,Avg_Latency,Total_CPU
26,133.58254276611885,140.4791915926555,105.82789713883287,698.5332375056902
21,117.6509144219949,123.27416028975205,95.34008634433195,627.0595928289031
24,136.4203774368501,142.5326566797347,109.75659861793207,718.1993209621265
23,132.43457089787117,138.5900962226058,107.94919100257852,651.2887354897755
27,168.4162300575032,176.7165480545716,135.0188281496994,816.5960044030098
25,236.1462389643034,245.0687362550783,202.8400547820155,1011.7172179203385
28,158.2967501505778,164.4893652488257,131.56981430536504,773.0993745195578
54,263.19784381871733,273.2376707313459,230.0349204193154,1107.3206271350602
60,208.78418933498878,218.4318557746582,173.9164794946565,961.4361099782697
56,212.1664334522767,219.5109742545761,178.18390267042088,970.1571172152862
57,52.84840903372546,56.449298595038115,33.93692868616023,459.5714181074153
59,11.381323516517268,11.460762200072873,9.980197614544817,323.2830596801901
63,182.58248418376766,190.3048259268484,143.2463647224564,907.2963007203938
55,199.48058309461348,207.2991025442435,158.2685659458363,953.6725423457991
22,156.30921674670762,163.64696005762656,117.59511506148776,819.0066066796925
58,184.20441883717967,192.68185657947163,144.6522051520854,906.5086298752833
62,286.3821219738924,297.46231755875687,240.99851868148028,1226.5774433572587
65,296.67425547953263,305.49411725346437,250.98064325499232,1259.1670637229279
