Replica_0,Replica_1,Replica_2,Replica_3,Replica_4
2.5528434585017545,0.0,0.0,0.0,0.0
5.2058924812344225,0.0,0.0,0.0,0.0
8.384582850345296,0.0,0.0,0.0,0.0
11.369281002255061,0.0,0.0,0.0,0.0
14.775877670935351,0.0,0.0,0.0,0.0
18.18153420925764,0.0,0.0,0.0,0.0
21.941866196388766,0.0,0.0,0.0,0.0
25.60246013611324,0.0,0.0,0.0,0.0
29.879259360558827,0.0,0.0,0.0,0.0
34.34259922899253,0.0,0.0,0.0,0.0
40.3169891399698,0.0,0.0,0.0,0.0
45.45394584854637,0.0,0.0,0.0,0.0
51.889806395650304,0.0,0.0,0.0,0.0
57.39857796952993,0.0,0.0,0.0,0.0
60.31428496634841,3.9497488099998725,0.0,0.0,0.0
60.31428496634841,9.987316215268919,0.0,0.0,0.0
60.31428496634841,16.894916204610574,0.0,0.0,0.0
60.31428496634841,23.60808964487271,0.0,0.0,0.0
60.31428496634841,30.893926331315757,0.0,0.0,0.0
60.31428496634841,38.86060036867641,0.0,0.0,0.0
60.31428496634841,48.112718801021536,0.0,0.0,0.0
60.31428496634841,56.36931846381731,0.0,0.0,0.0
60.31428496634841,60.232387279207664,4.663511769837193,0.0,0.0
60.31428496634841,60.232387279207664,14.118736158035615,0.0,0.0
60.31428496634841,60.232387279207664,22.490388357344013,0.0,0.0
60.31428496634841,60.232387279207664,31.403673769404048,0.0,0.0
60.31428496634841,60.232387279207664,42.00334556254356,0.0,0.0
60.31428496634841,60.232387279207664,52.26941997526551,0.0,0.0
60.31428496634841,60.232387279207664,60.08630565065469,3.5536675669832145,0.0
60.31428496634841,60.232387279207664,60.08630565065469,13.401453815457073,0.0
60.31428496634841,60.232387279207664,60.08630565065469,23.743113874376267,0.0
60.31428496634841,60.232387279207664,60.08630565065469,34.84844963054335,0.0
60.31428496634841,60.232387279207664,60.08630565065469,47.60115215853166,0.0
60.31428496634841,60.232387279207664,60.08630565065469,59.81990704994332,0.0
60.31428496634841,60.232387279207664,60.08630565065469,60.38817126773353,11.786129858393853
60.31428496634841,60.232387279207664,60.08630565065469,60.38817126773353,25.745021554593876
60.31428496634841,60.232387279207664,60.08630565065469,60.38817126773353,39.49803964844277
60.31428496634841,60.232387279207664,60.08630565065469,60.38817126773353,52.17236365273013
61.41769958715244,61.15669364232683,61.11114180850748,61.290164049467016,61.07601993785567
64.06163913008866,63.83269494557697,64.05507594653939,64.29275259131505,63.97692156123404
66.64485206407753,66.73812744488991,66.57321061365411,66.75208889187773,66.68466352933865
69.61515179105476,69.66758212140856,69.43874870590014,69.66338546798971,69.80961961912473
72.66250895599153,72.4436078478839,72.96876906014526,72.8547242197616,72.71798370651004
75.69535651763536,75.38743525268794,75.42955835890787,75.41452301669837,75.7367906872425
78.79110686938022,78.73363800778483,78.74743808457923,78.85675970968077,78.76703056109965
81.89889339573335,81.56157264312223,81.70647220462172,81.5335817062789,81.55131803023072
84.8473456239677,84.80158670222227,84.66278623037446,84.65277702169439,84.56130073439739
87.54858607204818,87.63930652229793,87.74642568237955,87.6499597215107,87.57215790787522
90.53309284946634,90.98633437812721,90.79589225215828,90.90333599520895,90.61397147579876
93.54159969901824,93.94238687168901,93.70166881710276,93.98253038766397,93.96573405775146
97.16776278148427,97.44407823887941,97.28529147007326,97.04300698225364,97.38310923970087
100.94208690754888,100.89876486769882,101.35952766095751,101.0579196973833,100.84222340821375
104.49447612201638,104.91203973196546,104.7807397449464,104.56064995395427,104.40888574834032
108.50375665683771,108.56488289464136,108.6334507372517,108.46280486546758,108.29151993996976
112.05111575461201,111.80030055924365,111.9033515600219,112.0889801748323,112.19405433069183
115.46324334546004,115.6399378294995,115.38315315961718,115.2940808124056,115.25230271045184
119.0723041968982,119.50653801679432,119.26789939376064,119.21276474555167,118.97272398004323
123.1441787214794,123.15431409356745,122.90881247993545,123.00001234783075,122.97193760173462
126.48061645954806,126.44405041186037,126.75100716621326,126.7874113850702,126.61728820942349
130.46168755491792,130.82699180683764,130.95050472912823,130.52051756261022,130.94347683518927
134.56953841740741,134.60170815593824,134.34277106403115,134.48096567242064,134.6096051174512
139.06252007484667,138.8969289036212,139.0776105794993,138.95794419102995,138.92807395779778
143.52593026481208,143.414747749922,143.66954967830324,143.3497692082992,143.7531622987687
148.05786207707106,148.05546493808947,148.04111028142356,148.2637486149113,147.84389320525244
152.3057609080044,152.32469492009974,152.24354378036145,152.6373438100814,152.63233722430851
156.2769921620881,156.604885866217,156.26595568950884,156.84916646936657,156.53245047843092
160.81053527437805,160.54996934392582,160.3824720175527,160.8239641300967,160.47855549121604
164.8541764384055,165.1053144704716,164.78358994017245,164.81339898013175,165.1103143094951
169.97516641893037,169.76078621726487,169.76230781401577,170.02005955811276,169.59654482252753
174.7780545654869,174.81874325806976,174.68071913927164,174.74379176719145,174.82331146445898
179.4969468059556,179.06936047986716,179.42996472734905,179.35484464157454,179.51674326756412
183.70062544394548,183.967379577674,183.66977460370506,183.83409761605577,183.77495389777295
188.0761247608728,188.1105785093457,188.52834678187062,188.47860997966592,188.3658471126475
193.6356847283685,193.8077486679856,193.56588946498118,193.50468858886742,193.56904302361514
199.00225584219484,198.8087784978589,198.5822881995395,198.6157112780198,199.02105015318318
203.34072297287793,203.44090981930725,203.5041266274561,203.4346966394884,203.36513227322615
208.64096970193452,208.6648328587076,208.73761946295562,208.51224687954098,208.71409012138088
214.06693800705492,214.18185135889868,213.9932937255669,214.53186750935043,213.97563772622885
219.13704455110906,219.03412683479507,219.1477631590151,219.48045455179897,219.05320896558237
223.90361402957006,223.88755474310315,223.74365745686518,223.72339957954165,224.052280424926
229.45333437256497,228.9019782432524,229.16725641707833,228.86424477233024,228.90868359369338
233.84861081489754,233.76614354626588,233.82045892357573,234.02221361271148,233.91349556615393
239.787146762031,240.1090281575378,239.80502402611296,239.9531032051187,239.64457358603534
245.71665834815389,245.98530391578387,245.78041367250324,245.73751041848254,245.62667495386356
251.51746618712124,251.49965600158234,251.31756586486904,251.21457133135516,251.20197256930652
256.5034592352107,256.6577584081805,256.3948307624735,256.3201782683329,256.4761996253514
262.92516742684825,262.3692368579936,262.42780138391373,262.72305784412146,262.5428524472003
268.4914266391912,268.308455463475,268.53170724983846,268.147407849935,268.6086372766679
274.322128153144,274.01793000374886,273.85998364734854,274.10908038313715,274.2833664333247
