Replica_0,Replica_1,Replica_2,Replica_3,Replica_4
15.224479347941715,0.0,0.0,0.0,0.0
28.315837004487513,0.0,0.0,0.0,0.0
43.217244096717884,0.0,0.0,0.0,0.0
57.23885145726207,0.0,0.0,0.0,0.0
60.2100268678096,12.544015431945446,0.0,0.0,0.0
60.2100268678096,26.965181274221866,0.0,0.0,0.0
60.2100268678096,41.66762756047308,0.0,0.0,0.0
60.2100268678096,54.94417603431134,0.0,0.0,0.0
60.2100268678096,60.24033255924725,9.063725098029195,0.0,0.0
60.2100268678096,60.24033255924725,22.847572756368525,0.0,0.0
60.2100268678096,60.24033255924725,38.74450790475827,0.0,0.0
60.2100268678096,60.24033255924725,53.52384838366915,0.0,0.0
60.2100268678096,60.24033255924725,60.385895320883186,8.545924090041217,0.0
60.2100268678096,60.24033255924725,60.385895320883186,22.13465581715115,0.0
60.2100268678096,60.24033255924725,60.385895320883186,38.08869562260118,0.0
60.2100268678096,60.24033255924725,60.385895320883186,51.67924619740951,0.0
60.2100268678096,60.24033255924725,60.385895320883186,60.040114921186465,6.284749206687926
60.2100268678096,60.24033255924725,60.385895320883186,60.040114921186465,19.873148725229235
60.2100268678096,60.24033255924725,60.385895320883186,60.040114921186465,33.96639337638111
60.2100268678096,60.24033255924725,60.385895320883186,60.040114921186465,48.45320305497146
61.13521669147862,61.2257571417856,60.89623990528732,61.07872772814694,61.211497645454116
63.80724426020152,64.0865959252722,63.69439432032719,63.90240650088015,64.10592857825638
66.81557941019162,66.68051073792414,66.56976836967435,67.14376868566393,66.61950916836852
69.51580186150989,69.98171076868603,69.72075420655548,69.94151021943352,69.5876197275118
72.44622153107157,72.64470148438083,72.05191860470241,72.49665845226272,72.48302452901052
74.95273676917209,75.04951850613143,75.05015083097918,75.0986378556532,75.4468519960394
78.49859423709646,78.65984219315604,78.10013450453393,78.22073732503837,78.1100885979213
81.51970579935283,81.25062610929136,81.25530016204303,81.62194665714546,81.59088804815194
84.40187053130262,84.62949538291662,84.74522167135255,84.37316874435828,84.83106959295735
87.1233759830507,87.39218490637244,87.11741519038405,87.53900065732616,87.2552676055302
90.11520959711186,90.00683643258049,90.17179147610304,89.82000640199655,89.78693754111706
92.5023181407114,92.9920294487679,92.75121736891705,92.77495166805522,92.97944302522559
96.1410096224862,96.06090145494728,96.05585340969445,95.84147269583748,96.08251982666127
99.09986157747528,98.7220188686477,98.96419673092824,98.97509534764427,99.04735504195386
102.20647208667295,101.7020882497845,101.71372736386556,102.01076610383312,102.12578922192888
104.89186011468577,105.33998520050491,105.13181238869328,105.0600285957857,105.1466668907585
108.04395907585814,107.94475976330229,108.05198622381252,108.25910967257684,108.4227838006943
111.04203905682499,110.96770660917349,110.65598782001021,110.66017142177746,110.9144116549043
113.94324278949333,113.46484272441927,113.55727850125356,113.787826916044,113.46413604880927
116.70491490405055,116.5114605785179,116.43377259018177,116.74962888193389,116.93536272444943
119.21990634458116,119.6083808304012,119.36681629689964,119.35204728934474,119.36708781760719
122.50307355290273,122.17782905209805,122.37785330811937,122.36054196441773,122.29648586293601
125.41143764028804,125.70784940634317,125.15387903459471,125.55188071618961,125.34384302787278
128.4302446210205,128.0998255206437,128.1665196238608,128.1116795131264,128.3766905895166
131.46048449487765,131.0866550126779,131.0360679515646,131.4339641333642,131.49675507808627
133.99874183483936,134.0254056664605,133.98151873655982,134.19154148058655,133.75767335046825
137.01639552921674,136.89147281480675,137.02201870223396,136.68409988583673,136.6094163137108
139.33969206269197,139.35335504064113,139.8212700748591,139.31359955287658,139.62027348718863
142.25618911131764,142.31223257296992,142.38002215778894,142.22734284572016,142.35477609222787
144.71435340207105,144.9098339821062,145.14182798994392,145.1038368592851,144.99722634252868
147.91013610882285,148.04734885882925,148.08292586617225,148.06244504656902,147.7626718819332
151.31941557796475,150.98938073730446,151.01634385875403,151.05347355884243,151.21304782417894
154.3258502747767,154.14847050617925,153.963943610598,154.06773538764583,154.12773254924633
157.24406328237913,157.42513366192995,156.96933581630782,157.523683207314,157.07167341408004
160.08042070511277,159.88586629502706,159.86621849340895,160.31635198967936,160.01903108074268
162.92387282121447,162.85677706520812,162.79003055206658,162.5767085570248,162.7511024535304
166.04577796016287,165.81980228588836,165.80872095346945,165.7373146787658,165.4688120403489
168.56286002666818,168.64777462449953,168.91893644631193,168.81426669688784,168.53792264019643
171.15522095197295,171.22895775978435,171.33889309685395,171.57265152896844,171.4097095553564
174.38724087229477,174.38598605251687,174.2377919895646,174.5552300441768,174.588521684457
177.25945930603126,177.01925571592574,177.2727938843478,176.89775987174485,177.20874784757032
180.17385940720763,180.1402590475832,180.20716162119075,180.5635882328558,180.64576302698796
183.67728959256377,183.68002653857855,183.46774285998072,183.56584662866695,183.2574825426743
186.5821064276003,186.61585651197015,186.56887262606284,186.87211525244967,186.506656700637
189.49723992846282,189.43475952928787,189.63741267458263,189.69642555496443,189.8585708716346
192.38838480429422,192.36430090011538,192.55910902024542,192.1277412692683,192.48367730766898
195.34669487048637,194.87854123548206,195.1079093634917,195.25972230378449,195.01371747912387
197.80382366908145,197.9731663255213,197.81645362984156,197.8786251610924,198.05985268252573
200.9008746725896,200.93281898506686,201.08445145236857,201.3840832044233,201.2233491684156
204.56874412601212,204.0663579615957,204.0849962930621,204.65787799763393,204.14872510288376
207.23631211835976,207.5547180169388,207.14802139532577,207.04493736762134,207.2143743961915
209.9599234176763,209.98734955055411,210.0645778162681,210.1649242440589,209.9683517983776
212.93319074428945,212.99334270204565,213.06818216391727,212.7681981212236,212.6209708950921
216.04856784853772,216.03562479023313,216.23592550509323,216.39864422855769,216.25873115848265
219.56916156318587,219.20074230925675,219.38586285277876,219.40802645372807,219.27680867385564
222.05355701179025,222.17917077396837,222.3516880182427,221.86444013045073,222.06951507083082
225.35235207346852,224.95273948953457,225.26078373925677,225.2759316217614,225.14585535981365
228.24098982340226,228.3722103764002,228.552370473535,228.40675823344614,228.20449392009488
231.23074716220586,231.5516495121309,231.40883623227194,231.2822893995609,231.23409538025916
234.0743338689811,233.96414725668856,234.2725872144366,233.72745425481438,233.81926891680314
236.9276209574321,236.89080378224398,236.85074631742629,237.10422025822362,236.6564219220194
239.55242639005476,239.66568159158456,239.4197203023645,239.63696484703453,239.82830759238308
242.56887755920934,243.02370978736465,243.06532734383865,243.09041736634134,243.0056586678501
246.19230623617662,246.2374723550229,246.0403821178746,246.22820566717863,246.08714894027517
249.13166487369918,249.29477348728724,248.99488624569898,249.09718661580953,249.2345368198823
252.0043708824037,251.80679692235893,252.17926988038724,251.59922997701037,251.69331119266974
255.11501709207673,255.33210716533765,254.9451335219327,254.91971196960205,254.870780475966
258.214058487583,258.2370943417679,257.92485343720745,257.815588429175,257.9776875502601
261.0955343990465,260.91281078187876,260.807503726616,261.14249654358986,260.8265770859265
263.4627300765689,263.47731308275763,263.89296956575697,263.81435249649473,264.00924720021106
266.6430568949077,266.61877983836945,266.5704676991598,266.82765500372665,267.06423323589075
269.69192115484725,270.03442447650343,269.7605571511429,269.62203508094484,269.65438816321006
272.56704677628204,272.4889546374662,272.67609741065075,272.5945280756002,272.48367641165606
275.51979862451356,275.65756990590114,275.9226456313667,275.56474016108155,275.78620266110306
278.8620186116489,278.89278495204184,278.52451700435654,278.68190221243015,278.53528836452716
281.1340647100129,281.3539287390763,281.3587467062497,281.18643174249536,281.4984705090707
284.13740685894214,284.25860595808984,283.97942780581405,283.8915128776704,284.3712734868728
286.51700356612764,286.91613495830165,286.85215303133435,286.94894995838496,286.81777270655436
290.1033854093912,289.6904588728545,289.94353793705835,289.9848437715332,289.9451346367349
292.9904622999371,292.66138994399694,293.0995441364439,292.9095564054886,292.8015463433291
