Time,Active_Replicas,P95_Latency,P99_Latency,Avg_Latency,Total_CPU,Requests
77,5,296.67425547953263,305.49411725346437,250.98064325499232,1259.1670637229279,65
78,5,305.4708719833127,320.4577230541849,260.35438937277576,1288.9672124785732,60
79,5,316.7102400168228,326.2967784701657,269.20278708514127,1315.7562019122438,55
80,5,318.8122751620655,328.523828791373,272.8910289101214,1327.779050978446,25
81,5,320.95393102782873,331.11473809047857,276.07395526328577,1338.4791520014048,21
82,5,325.75694916341484,334.8019919412407,280.1698250012974,1352.9670529656426,28
83,5,331.1229978130876,341.82838081077017,284.7407166490855,1367.1972173525157,28
84,5,334.46493995534235,345.04994722882316,288.5945467724593,1379.693802308647,25
85,5,337.3827002199701,348.42209846607363,291.7537996388918,1390.342285944008,21
86,5,341.14336811196296,353.5668814687578,295.88325408860635,1404.2286197856606,28
87,5,342.306508486502,355.314879013144,298.9808137055227,1416.6589887888604,25
88,5,347.0403348542397,364.234273317418,302.6162556225207,1428.8789863698016,25
89,5,354.5480439230536,369.0715492798389,306.5266767160948,1440.3304987582992,23
90,5,358.1831653462113,371.2588741629475,310.1414262331608,1452.7987069384621,24
91,5,363.3052025375397,372.8238901226841,313.6356996110274,1465.2956409016929,24
92,5,366.27952823460214,378.81947060531064,317.1347695363185,1477.0913884211145,24
93,5,370.69086716852496,384.0260765761519,320.946687566152,1490.3479066627747,26
94,5,371.2533087504712,385.08551838775884,324.2896709386404,1502.9057381881219,25
95,5,378.47989667481414,395.89279908225967,331.5402747146985,1528.9177540973424,54
96,5,394.9283072896265,402.65881621010897,339.9095613558053,1556.9359901294056,56
97,5,399.75392891826334,412.3749387172453,348.54816918494424,1584.1140823090236,54
98,5,405.81507995845135,417.2053068987269,356.9698736262194,1615.4729404177579,63
99,5,417.3943290216976,431.4844636294534,366.06538292623054,1645.4687053260488,60
