time,pattern,strategy,traffic,active_replicas,p95_latency,p99_latency,cpu_usage
58,bursty,Round-Robin,294,10,26.70774172373925,26.70774172373925,"[21.575878025176166, 21.271263525093357, 22.336526067099832, 21.081003030986118, 22.853145618387014, 23.036130678587725, 21.584543757932526, 21.771522704784054, 21.429720736487315, 22.119336503220783]"
59,bursty,Round-Robin,310,10,26.397363842022077,26.397363842022077,"[20.932244914521398, 21.62169170383486, 21.57439133772383, 21.22882386665771, 22.212764010033137, 22.209699260441106, 21.293408082477498, 21.11825897757236, 21.286461921649995, 21.149699140811293]"
0,bursty,Least-CPU,897,10,25.42737510449464,25.42737510449464,"[18.531708612903394, 16.590052357917543, 14.979122900586017, 11.830237729829765, 12.365281325378433, 10.572554952138963, 9.61050865850335, 8.927631170890203, 7.049143311124255, 7.580662260048599]"
1,bursty,Least-CPU,979,10,26.70702282314146,26.70702282314146,"[19.63966041090574, 19.543688436196692, 19.924952004650784, 19.46386868402489, 19.51419906473694, 20.396903793721016, 21.76219439541172, 23.733114136781126, 24.349655896199057, 24.324114509378592]"
2,bursty,Least-CPU,266,10,23.815967541590133,23.880245210446308,"[17.578579369235804, 17.83095113286334, 17.222387916721978, 19.51068474763536, 18.160135520951023, 17.579449133523994, 17.939729695243436, 19.288766759775044, 18.96709652796357, 19.039324782596644]"
3,bursty,Least-CPU,304,10,25.282264259511088,25.282264259511088,"[18.142841122361524, 16.678385813158062, 17.618393669014903, 15.774200178461424, 16.105626162085844, 16.8701618634297, 16.232341333747062, 16.182522081084343, 16.669324080621422, 15.92261394385589]"
4,bursty,Least-CPU,309,10,25.39679253647456,25.39679253647456,"[15.171858699098951, 14.850152824485798, 14.692183925223922, 17.448747972804664, 15.903246364742039, 15.01036793034778, 15.314301698030423, 15.697897732196521, 15.585788434860092, 16.361684141681902]"
5,bursty,Least-CPU,347,10,25.56028680050311,25.56028680050311,"[15.22800463763302, 16.2306679423181, 16.623203688696623, 14.702185808768528, 14.203614511800833, 15.820168881890815, 15.55486734646285, 14.637726117829242, 14.911528571175406, 14.24768078596129]"
6,bursty,Least-CPU,336,10,25.05244056844994,25.05244056844994,"[14.479275624659987, 14.459391607846367, 13.946845067029788, 15.026805183868683, 16.807697471233674, 14.53279018765498, 14.58326161436245, 15.420404327013632, 15.1075283043974, 15.866003987445227]"
7,bursty,Least-CPU,319,10,24.76962162569399,24.76962162569399,"[15.82260965517914, 15.452802829025782, 15.702889098550951, 14.606004346461699, 14.36191044399238, 14.641004797484337, 14.278580265727502, 13.686907712942713, 13.942023239371771, 14.074722729692011]"
8,bursty,Least-CPU,327,10,24.975752727984375,24.975752727984375,"[13.417600759044864, 13.851917833842663, 13.996183370412382, 14.198315257794, 14.655514754516163, 13.486790471601287, 14.760965930885142, 16.631471414967315, 15.54371390205026, 14.69622245202098]"
9,bursty,Least-CPU,319,10,24.972279356010755,24.972279356010755,"[16.039008692941657, 14.67444972990996, 14.778082180533538, 14.14171707690703, 13.887110826977409, 15.000981440495382, 13.558272488572388, 13.87679794358413, 13.666987809975359, 13.889984246973247]"
10,bursty,Least-CPU,862,10,27.99503170262496,27.99503170262496,"[17.367178217689194, 18.48008202150043, 18.15381200865019, 19.720673332556355, 23.299988203394193, 17.540874679925288, 28.270041921610876, 24.23166576207665, 26.546144084313575, 21.588695244777973]"
11,bursty,Least-CPU,971,10,28.676859772793964,28.676859772793964,"[32.937057730322564, 27.205541312408833, 29.698731640194158, 27.72738074627113, 26.1247958099056, 32.24222459544522, 26.44820142004653, 25.96835274192189, 27.00279359320123, 26.562294554317063]"
12,bursty,Least-CPU,274,10,25.771357135945458,25.771357135945458,"[24.966439204591644, 22.054733204258614, 23.54845052196678, 22.0767100308167, 23.73773415909516, 24.810814035597488, 22.90538183374532, 23.827180072754196, 22.50431012872323, 22.28127234405567]"
13,bursty,Least-CPU,280,10,25.706203299683885,25.706203299683885,"[19.443631459152382, 21.436516206581857, 19.656491158651136, 20.728047550755957, 19.376084454966858, 19.66057932335235, 19.362024330899175, 19.351659735440528, 19.64284156582157, 20.546920200214366]"
14,bursty,Least-CPU,264,10,25.542137894309256,25.542137894309256,"[17.487356620420538, 16.849603171719888, 17.167975741703145, 16.61286760231985, 17.75521091627757, 16.53053302566159, 18.07909484847256, 18.626951907923313, 17.123707066073926, 16.969703836204438]"
15,bursty,Least-CPU,340,10,25.542473469068774,25.542473469068774,"[16.13162829407022, 16.996416562455256, 16.41454483583312, 17.717697911056078, 15.79785661289457, 17.88597828518475, 15.77646855596564, 15.583725450977823, 16.724192932995663, 16.60447923568443]"
16,bursty,Least-CPU,333,10,24.92844805505645,24.92844805505645,"[16.444405079949327, 14.788778266835338, 15.451328636312857, 15.461651690721716, 16.526016178888582, 14.849252267086655, 17.227432511434753, 18.00024401555739, 15.321882423637998, 15.473987845952632]"
17,bursty,Least-CPU,266,10,23.94533933167886,23.94533933167886,"[14.396212487543295, 15.78828332012666, 14.462137973829881, 14.333707660322043, 13.98764995598826, 15.472516612560657, 14.308582107660087, 14.410889221362854, 14.84526585414557, 14.143085467358297]"
18,bursty,Least-CPU,283,10,24.642933174198483,24.642933174198483,"[14.146163343303407, 13.132610143285902, 13.147409464219125, 14.032714318420188, 15.851900705370696, 13.445096004807851, 14.151602197374068, 13.630206205752335, 12.837651818106046, 15.400596862005397]"
19,bursty,Least-CPU,331,10,24.950907159923165,24.950907159923165,"[13.40037898290247, 15.033536537498254, 14.732118707084616, 13.890178193666582, 13.630667005709125, 14.621894559244186, 12.82238102425713, 13.607661531635564, 15.966253214408404, 13.576757680757941]"
20,bursty,Least-CPU,919,10,26.89722563885341,26.89722563885341,"[25.09997629034143, 18.981008967225527, 18.57315149260203, 20.75468055768159, 20.951181370027008, 18.991451038337992, 26.98673789108629, 22.166516796865327, 17.913337247013366, 23.271131069693936]"
21,bursty,Least-CPU,893,10,27.12867881223946,27.12867881223946,"[25.008938552808157, 29.443700964891455, 30.0323101519983, 26.06522021979375, 24.306192050026965, 25.243988697676556, 25.415604978914466, 24.206205423453653, 32.32656939394216, 23.968089408483305]"
22,bursty,Least-CPU,264,10,26.62947350389695,26.62947350389695,"[21.688875157277757, 22.804725189789153, 23.06235627345032, 21.174731023081222, 21.336385925021805, 21.107959651191106, 20.79581269678805, 21.76414501586548, 24.51276065785799, 22.56890778938712]"
23,bursty,Least-CPU,308,10,26.209611587057687,26.209611587057687,"[19.549420671257323, 19.142288097590242, 18.639487157295164, 19.738276411031293, 19.783979081149425, 20.305297363990313, 21.259607024144717, 19.208665446794523, 19.260686671271642, 18.91711411964708]"
24,bursty,Least-CPU,349,10,26.172009878855143,26.172009878855143,"[17.727855702324995, 19.26010862049511, 20.447140886514394, 17.560902824773965, 16.91051762450737, 17.22788941575257, 17.4943505748908, 18.66935166495822, 17.83138248014214, 19.250691135503807]"
25,bursty,Least-CPU,315,10,25.54393909768845,25.54393909768845,"[16.75121387238203, 15.972085334941074, 16.629138661277043, 16.966309156152953, 18.531232406004623, 17.65387365523384, 16.950087370742324, 16.62139555808772, 16.360550997143953, 16.373568848543503]"
26,bursty,Least-CPU,252,10,25.35959558741133,25.35959558741133,"[14.445651203992421, 16.470869001230056, 15.192327264369432, 14.502222183002061, 14.881744147706716, 14.377094472442156, 14.308893452404986, 15.541170246078568, 15.992720987385143, 15.802306839320147]"
27,bursty,Least-CPU,304,10,24.606544847164873,24.606544847164873,"[15.127416312522257, 13.923646175320759, 14.336122734919735, 14.999400115720983, 14.53794925599491, 15.175807952203968, 16.689749536931394, 14.087146856174193, 13.77128884388336, 13.781884482497965]"
28,bursty,Least-CPU,274,10,25.081097139175547,25.081097139175547,"[13.26093767688626, 14.474419464727186, 13.311209755624706, 13.38410298431738, 13.575865734637473, 12.917359051818895, 13.883688700265923, 13.728408054949117, 14.710398861786484, 14.197970695713305]"
29,bursty,Least-CPU,349,10,25.01147111216652,25.01147111216652,"[15.125999954859815, 12.886623850905508, 14.45343408522594, 14.697383753587552, 13.81176138493579, 16.46169159823291, 13.06524259631457, 13.713190936325276, 12.980189871381821, 13.543922835646072]"
30,bursty,Least-CPU,969,10,26.57000974941085,26.57000974941085,"[19.496764226302158, 26.80919544225971, 20.256046671351548, 20.060533938170124, 21.3757713253409, 19.51213329805542, 23.58836241586926, 23.53124123482143, 26.000998128072496, 23.174064607749955]"
31,bursty,Least-CPU,856,10,27.78932071699473,27.78932071699473,"[31.271219252250248, 24.581497044294395, 26.059115747319662, 29.542358172883468, 26.50498542316555, 28.51584709339918, 23.786046679201633, 25.716847105172636, 24.949532653795348, 26.926864888878036]"
32,bursty,Least-CPU,266,10,26.29856657358249,26.29856657358249,"[23.92907438840611, 22.05288793791467, 21.48295714647499, 22.810503613899357, 21.74453890049451, 22.175516024079922, 22.01014375930433, 21.924003218940783, 21.757736499006192, 21.58250550958388]"
33,bursty,Least-CPU,339,10,26.005420340803912,26.005420340803912,"[19.371771047650483, 19.062761192233626, 22.106661637800297, 18.56522668051115, 20.380299397014817, 18.449625150552464, 19.1223558721085, 20.15073474730162, 20.211801099679068, 20.79706704332808]"
34,bursty,Least-CPU,278,10,26.02521433145618,26.02521433145618,"[16.92242853379133, 18.07252109460221, 17.601746507132688, 18.1800396908609, 17.0526112555084, 19.011988186541778, 17.626670851393868, 17.668570021933938, 17.037890377636003, 16.69984010044851]"
35,bursty,Least-CPU,320,10,25.54168874254968,25.54168874254968,"[17.25800597403384, 15.886994295845655, 16.621035310658403, 15.543661352687776, 16.705304883015216, 15.972850917465902, 16.453190659054005, 15.953534137756233, 16.744109029144827, 18.452553921593598]"
36,bursty,Least-CPU,325,10,24.722101853724574,24.722101853724574,"[14.65048577056976, 17.403481476250256, 15.230545843272925, 17.700971946131425, 15.100418211434095, 16.203037531196898, 15.607056547601893, 16.97266609044282, 14.942967367294152, 15.555799152939272]"
37,bursty,Least-CPU,344,10,24.963962654022797,24.963962654022797,"[16.86318632344213, 14.83376061847288, 15.777300124679918, 15.163781797786877, 16.392079629571978, 14.916332197431265, 14.832405206944511, 14.791503496330428, 17.233566178049404, 15.401190787044785]"
38,bursty,Least-CPU,314,10,24.445686058938023,24.445686058938023,"[14.622335366644787, 15.443741374136062, 14.568391910108856, 14.619346582176359, 14.293630904425441, 15.115035341485413, 16.403807581956592, 16.812854588100095, 14.319353099750941, 14.183447897821248]"
39,bursty,Least-CPU,326,10,24.55785852959734,24.55785852959734,"[14.133834192663707, 14.123626734718842, 15.407358146914671, 14.453586987057186, 16.157991526099387, 14.281650996365904, 14.213544668789165, 14.139168717109134, 15.167053865360568, 15.94701339617473]"
40,bursty,Least-CPU,958,10,26.364575235397645,26.364575235397645,"[27.36959089887864, 29.848555585812306, 20.54374239454731, 21.755829647765403, 19.16772836188492, 21.435502697455803, 22.822405947513513, 24.27111373684673, 21.562454576453202, 19.47841655546629]"
41,bursty,Least-CPU,945,10,29.091472293007122,29.091472293007122,"[26.324221248590344, 26.82672705289665, 29.460498286104976, 26.75347721118181, 34.390899510463264, 28.333185791899353, 25.02855001413593, 25.399211717378794, 26.32686649000977, 32.47376878617045]"
42,bursty,Least-CPU,266,10,26.021373842624293,26.021373842624293,"[22.749706805593046, 21.88058338398517, 23.202382191264334, 22.14463800314245, 26.063581872853455, 22.650951549880066, 23.44241527375469, 22.92578376767817, 22.669608838181258, 24.64705903441979]"
43,bursty,Least-CPU,280,10,26.338045039891632,26.338045039891632,"[19.798379352438904, 20.604850037910573, 19.039984037899497, 20.510820873360796, 20.127643370900138, 20.10558407435324, 18.830234583201765, 19.23467399098918, 19.930647798268275, 19.55847911263803]"
44,bursty,Least-CPU,256,10,25.76623006175938,25.76623006175938,"[16.90169675487365, 16.266198801767736, 17.748836533896593, 16.482152579519877, 16.68310179794774, 16.543943292461158, 18.19939882488695, 17.685047464181196, 17.211472274835618, 17.40335059735879]"
45,bursty,Least-CPU,320,10,25.514988806579215,25.514988806579215,"[15.686232838660363, 17.645838757108937, 15.18621275303615, 17.81170861083881, 16.637476405839507, 17.176228305904488, 14.943635666922678, 15.498495111504166, 15.90489975257542, 15.442958140045942]"
46,bursty,Least-CPU,314,10,24.783895934813813,24.783895934813813,"[14.867232369238975, 15.03808404943194, 16.471548333878587, 14.637850735430266, 14.727049504385866, 14.750900843285422, 16.956466158724993, 14.993771924448158, 14.671439107069649, 15.536153850770475]"
47,bursty,Least-CPU,345,10,25.052978592592325,25.052978592592325,"[15.248974228281584, 14.326152058255737, 14.630957420739295, 16.522706048614488, 15.630873274523985, 15.584918451038556, 14.241870890818934, 14.627811238745554, 16.30371627039247, 14.14243551942489]"
48,bursty,Least-CPU,261,10,24.774454017199613,24.774454017199613,"[13.804665904582356, 14.184218183781963, 13.344123244282745, 13.722422163042541, 13.557385769042767, 13.502154332448868, 14.794787815253954, 13.673958244635257, 13.69626563965329, 14.934510974409488]"
49,bursty,Least-CPU,293,10,24.605681203312848,24.605681203312848,"[12.92539523157079, 12.55705288225085, 14.710638162392407, 13.223942873016856, 14.55037216405496, 14.646047751524767, 12.809102018317482, 13.928079374472755, 13.47200185740436, 12.490869292095908]"
50,bursty,Least-CPU,974,10,26.62495480380017,26.62495480380017,"[22.042251754297602, 25.203654564136748, 17.002322983833995, 22.23013449844258, 18.699294036590683, 19.28795455494177, 23.536295737458566, 20.08414185454339, 21.37362756927783, 28.206383423150818]"
51,bursty,Least-CPU,821,10,27.299895729169396,27.299895729169396,"[24.44358065366574, 24.87287156880714, 29.316595413005693, 23.5753483589105, 27.832960958520992, 27.033052910565548, 24.608980553633657, 27.190016787445245, 26.43259099021907, 25.279386866967137]"
52,bursty,Least-CPU,280,10,26.55186694346577,26.55186694346577,"[22.694630319635127, 21.802250534184132, 22.60275201882557, 22.820069365385347, 21.753798160206838, 21.72371102793134, 21.446908219378802, 21.893302005354, 21.53700194552415, 21.4623555220998]"
53,bursty,Least-CPU,338,10,26.03906439701723,26.03906439701723,"[18.99433905954706, 19.460302255339624, 19.234642240736672, 18.715274878857386, 19.724652490269303, 19.9727137720291, 22.390654998519366, 19.207540523464242, 20.437590751720784, 21.504761906718507]"
54,bursty,Least-CPU,328,10,26.073292583501765,26.073292583501765,"[19.198565118315816, 17.915240301029584, 18.738400831639904, 19.40555603520121, 17.293837934262353, 17.1419502763879, 18.142630073043428, 19.233394020758475, 17.348448411389313, 18.00364703956916]"
55,bursty,Least-CPU,302,10,25.07059395810995,25.07059395810995,"[16.239121291445137, 17.200646964386728, 16.49239079562487, 16.02717193136775, 17.486871607013956, 18.21186315774885, 16.35119876754138, 16.24682509101603, 17.06755875883471, 16.80334390514885]"
56,bursty,Least-CPU,253,10,25.240527075954937,25.240527075954937,"[15.799794400176479, 14.377351036604338, 14.729682991572375, 16.09408184951343, 14.596692847454428, 14.687148553762954, 14.794227437955996, 15.582097199445085, 14.46147872119289, 14.67170949210427]"
57,bursty,Least-CPU,331,10,23.987983346764683,23.987983346764683,"[13.779139138366999, 17.063055069077777, 14.221699034656066, 13.91845738263438, 15.483485504725955, 15.03896577551873, 13.889834179881559, 13.866077598345576, 16.298440431657085, 14.864585786404302]"
58,bursty,Least-CPU,294,10,24.674984143838252,24.674984143838252,"[15.603245891064429, 14.259905544648209, 13.541803207596164, 14.38562823926318, 13.843102644924894, 13.522738426572648, 14.611774473184028, 14.997712563743871, 13.69679102925879, 13.719189367760228]"
59,bursty,Least-CPU,310,10,24.94459591917165,24.94459591917165,"[13.095542920798726, 13.325474120706096, 15.58577376499428, 13.600005518638685, 13.725664021367088, 15.600234587853507, 13.180935415615883, 13.331055739364746, 14.127789773305887, 14.557740664361125]"
0,bursty,CILB,897,2,101.54825236060917,101.54825236060917,"[83.66897041965557, 99.2605109412005, 0, 0, 0, 0, 0, 0, 0, 0]"
1,bursty,CILB,979,2,31.801542382334944,31.801542382334944,"[59.82709844733233, 69.48235765884034, 0, 0, 0, 0, 0, 0, 0, 0]"
2,bursty,CILB,266,3,35.84048413825658,35.84048413825658,"[67.14215012969885, 64.05815497982907, 12.3814727658714, 0, 0, 0, 0, 0, 0, 0]"
3,bursty,CILB,304,3,37.66512732063807,37.66512732063807,"[46.99950509078919, 44.84070848588035, 63.88528365009061, 0, 0, 0, 0, 0, 0, 0]"
4,bursty,CILB,309,3,35.80936053542422,35.80936053542422,"[54.46595370033778, 71.76112210549881, 44.719698555063424, 0, 0, 0, 0, 0, 0, 0]"
5,bursty,CILB,347,3,37.93248973845376,37.93248973845376,"[67.90395786728988, 50.23278547384917, 72.94278626392652, 0, 0, 0, 0, 0, 0, 0]"
6,bursty,CILB,336,3,36.6025865844615,36.6025865844615,"[63.95408985703159, 68.06035909943286, 62.43815286292515, 3.050309035045578, 0, 0, 0, 0, 0, 0]"
7,bursty,CILB,319,4,31.130732415823687,31.130732415823687,"[44.76786289992211, 47.642251369602995, 43.7067070040476, 62.98333067223146, 0, 0, 0, 0, 0, 0]"
8,bursty,CILB,327,4,35.79795791114901,35.79795791114901,"[55.264586641595784, 33.34957595872209, 73.02622880128276, 44.08833147056202, 0, 0, 0, 0, 0, 0]"
9,bursty,CILB,319,4,39.10380377890564,39.10380377890564,"[38.685210649117046, 79.8870458307618, 51.11836016089793, 41.895902451444854, 0, 0, 0, 0, 0, 0]"
10,bursty,CILB,862,5,40.06249260213042,40.06249260213042,"[76.05439583236635, 60.57937799639552, 71.97020905602255, 73.34272409072831, 47.41933316714682, 0, 0, 0, 0, 0]"
11,bursty,CILB,971,5,36.82323587458984,36.82323587458984,"[61.5333716505305, 65.3215964428606, 63.40211906613516, 63.30351232167783, 69.52039870310742, 0, 0, 0, 0, 0]"
12,bursty,CILB,274,5,32.96702115608906,32.96702115608906,"[64.48039600546127, 45.72511751000241, 54.91352389470095, 64.20933542550664, 48.66427909217519, 0, 0, 0, 0, 0]"
13,bursty,CILB,280,5,37.95194646383817,37.95194646383817,"[45.136277203822885, 69.72041693257123, 38.43946672629066, 44.946534797854646, 49.23044034720682, 0, 0, 0, 0, 0]"
14,bursty,CILB,264,5,39.71938106222871,39.71938106222871,"[31.595394042676016, 48.80429185279986, 76.05613463113026, 37.143949066704785, 34.461308243044776, 0, 0, 0, 0, 0]"
15,bursty,CILB,340,5,38.47982780311185,38.47982780311185,"[74.26807933923267, 34.1630042969599, 53.23929424179118, 26.000764346693348, 38.348026891733596, 0, 0, 0, 0, 0]"
16,bursty,CILB,333,5,35.743311886993624,35.743311886993624,"[51.987655537462864, 32.1531823412098, 37.267505969253826, 74.03038018611059, 26.843618824213515, 0, 0, 0, 0, 0]"
17,bursty,CILB,266,5,34.28767508980067,34.28767508980067,"[36.391358876224004, 22.507227638846857, 26.087254178477675, 51.82126613027741, 69.28936374046651, 0, 0, 0, 0, 0]"
18,bursty,CILB,283,5,33.58039589428117,33.58039589428117,"[25.473951213356802, 71.87975686459836, 18.261077924934373, 36.274886291194186, 48.502554618326556, 0, 0, 0, 0, 0]"
19,bursty,CILB,331,5,38.95375167968685,38.95375167968685,"[17.83176584934976, 50.315829805218854, 76.26712682785428, 25.392420403835928, 33.951788232828584, 0, 0, 0, 0, 0]"
20,bursty,CILB,919,5,40.976051941713344,40.976051941713344,"[78.90894045928987, 41.510245879442984, 53.386988779498, 71.75671347373992, 78.87319996212715, 0, 0, 0, 0, 0]"
21,bursty,CILB,893,6,38.50936656212307,38.50936656212307,"[61.33557066507022, 73.76056638423798, 70.98050022348588, 62.58999740411798, 61.81132333671259, 75.93514811182578, 0, 0, 0, 0]"
22,bursty,CILB,264,6,37.430737616668345,37.430737616668345,"[67.49055899731407, 51.63239646896658, 49.68635015644011, 49.336857051971364, 66.02432928223384, 53.15460367827804, 0, 0, 0, 0]"
23,bursty,CILB,308,6,39.47581811970744,39.47581811970744,"[47.243391298119846, 36.14267752827661, 58.91854384344297, 70.77967193351776, 46.217030497563684, 37.208222574794625, 0, 0, 0, 0]"
24,bursty,CILB,349,6,37.54813392544132,37.54813392544132,"[33.07037390868389, 74.46515243874178, 41.24298069041008, 49.54577035346243, 32.351921348294574, 48.252249628228114, 0, 0, 0, 0]"
25,bursty,CILB,315,6,38.79894307073439,38.79894307073439,"[32.75282631776402, 52.125606707119246, 28.870086483287054, 34.682039247423695, 72.04352884221737, 33.776574739759674, 0, 0, 0, 0]"
26,bursty,CILB,252,6,40.30255390712777,40.30255390712777,"[22.92697842243481, 36.48792469498347, 70.33872672623536, 24.277427473196585, 50.43047018955215, 23.64360231783177, 0, 0, 0, 0]"
27,bursty,CILB,304,6,38.24737407761631,38.24737407761631,"[76.01399853494205, 25.541547286488427, 49.23710870836475, 16.99419923123761, 35.301329132686504, 16.55052162248224, 0, 0, 0, 0]"
28,bursty,CILB,274,6,36.7942804994641,36.7942804994641,"[53.20979897445943, 17.879083100541898, 34.465976095855325, 11.895939461866325, 24.710930392880552, 61.8710353973862, 0, 0, 0, 0]"
29,bursty,CILB,349,6,37.28296766079577,37.28296766079577,"[37.2468592821216, 12.515358170379328, 24.126183267098725, 79.93127508641612, 17.297651275016385, 43.30972477817034, 0, 0, 0, 0]"
30,bursty,CILB,969,6,40.81889644406911,40.81889644406911,"[26.072801497485116, 82.80089699839506, 67.10450217578405, 55.95189256049128, 76.65034370546711, 30.316807344719237, 0, 0, 0, 0]"
31,bursty,CILB,856,6,37.79884150657457,37.79884150657457,"[72.81120058362018, 60.01021769257208, 64.43281030219944, 69.02216107746993, 62.52575561272758, 76.05025919021658, 0.09613733996096493, 0, 0, 0]"
32,bursty,CILB,266,7,33.193294996958954,33.193294996958954,"[50.96784040853412, 42.00715238480045, 45.10296721153961, 48.31551275422895, 43.7680289289093, 53.2351814331516, 52.34813809195785, 0, 0, 0]"
33,bursty,CILB,339,7,39.802508017984316,39.802508017984316,"[35.67748828597389, 69.56154245721424, 31.572077048077723, 33.82085892796026, 52.979332632372966, 37.26462700320612, 36.643696664370495, 0, 0, 0]"
34,bursty,CILB,278,7,39.68713529999885,39.68713529999885,"[24.97424180018172, 48.693079720049965, 76.74429003183235, 25.73130230485902, 37.085532842661074, 26.085238902244285, 25.650587665059344, 0, 0, 0]"
35,bursty,CILB,320,7,36.723997027413475,36.723997027413475,"[80.17405466184655, 34.085155804034976, 53.721003022282645, 18.011911613401313, 25.95987298986275, 18.259667231570997, 22.007408874303017, 0, 0, 0]"
36,bursty,CILB,325,7,39.38766683115953,39.38766683115953,"[56.12183826329258, 23.859609062824482, 37.604702115597846, 80.48282963072151, 18.171911092903922, 12.781767062099698, 15.405186212012111, 0, 0, 0]"
37,bursty,CILB,344,7,38.2685289469147,38.2685289469147,"[39.2852867843048, 16.701726343977136, 26.323291480918492, 56.337980741505056, 12.720337765032745, 77.0712178094069, 10.783630348408478, 0, 0, 0]"
38,bursty,CILB,314,7,33.41856406011262,33.41856406011262,"[27.49970074901336, 11.691208440783994, 18.426304036642943, 39.436586519053535, 8.904236435522922, 53.94985246658483, 68.17350845330472, 0, 0, 0]"
39,bursty,CILB,326,7,33.75742833268174,33.75742833268174,"[19.24979052430935, 8.183845908548795, 12.898412825650059, 27.60561056333747, 72.47485656459712, 37.76489672660938, 47.7214559173133, 0, 0, 0]"
40,bursty,CILB,958,7,35.850050056963646,35.850050056963646,"[53.25491084365669, 77.30482841511063, 75.11307356105351, 19.323927394336227, 50.73239959521798, 26.435427708626563, 33.40501914211931, 0, 0, 0]"
41,bursty,CILB,945,7,41.26807606973117,41.26807606973117,"[37.278437590559676, 54.11337989057744, 52.57915149273745, 79.3598371445891, 48.35634198737574, 74.0354722775281, 73.13372854512026, 0, 0, 0]"
42,bursty,CILB,266,7,40.452558462791146,40.452558462791146,"[70.82276013934462, 37.87936592340421, 36.80540604491621, 55.55188600121236, 38.89568473593815, 51.82483059426967, 51.19360998158418, 0, 0, 0]"
43,bursty,CILB,280,7,36.27099558625904,36.27099558625904,"[49.575932097541234, 34.97273934676058, 70.29874562073435, 38.88632020084865, 27.2269793151567, 36.27738141598876, 35.83552698710893, 0, 0, 0]"
44,bursty,CILB,256,7,39.20098045980808,39.20098045980808,"[34.70315246827886, 24.480917542732403, 49.209121934514044, 27.220424140594055, 70.68701717254493, 25.394166991192133, 25.08486889097625, 0, 0, 0]"
45,bursty,CILB,320,7,42.21399522134011,42.21399522134011,"[24.2922067277952, 75.42237085327872, 34.44638535415983, 19.05429689841584, 49.480912020781446, 17.77591689383449, 21.264074942365816, 0, 0, 0]"
46,bursty,CILB,314,7,38.71503640326189,38.71503640326189,"[17.00454470945664, 52.7956595972951, 24.11246974791188, 13.338007828891087, 34.63663841454701, 76.0015994496974, 14.88485245965607, 0, 0, 0]"
47,bursty,CILB,345,7,41.87847144729363,41.87847144729363,"[11.903181296619646, 36.95696171810657, 16.878728823538314, 81.59428057754269, 24.245646890182904, 53.201119614788176, 10.419396721759249, 0, 0, 0]"
48,bursty,CILB,261,7,33.55554821809261,33.55554821809261,"[8.332226907633752, 25.869873202674597, 11.81511017647682, 57.115996404279876, 16.97195282312803, 37.24078373035172, 61.60880257447001, 0, 0, 0]"
49,bursty,CILB,293,7,36.35916965680818,36.35916965680818,"[61.75251248637198, 18.108911241872217, 8.270577123533773, 39.98119748299591, 11.880366976189622, 26.068548611246204, 43.126161802129005, 0, 0, 0]"
50,bursty,CILB,974,7,46.74186854637584,46.74186854637584,"[55.96316913673472, 67.1172778782292, 5.789403986473641, 41.89073426355611, 87.53250042538721, 30.450608973810645, 44.114381732517856, 0, 0, 0]"
51,bursty,CILB,821,6,43.77237774526538,43.77237774526538,"[63.35396865540928, 46.98209451476044, 4.052582790531548, 71.9464773559427, 61.27275029777105, 79.8931470703874, 69.9960673607284, 0, 0, 0]"
52,bursty,CILB,280,6,37.670925459954034,37.670925459954034,"[44.347778058786496, 71.17113743153874, 2.8368079533720834, 50.36253414915989, 62.245104481670296, 55.925202949271174, 48.99724715250988, 0, 0, 0]"
53,bursty,CILB,338,6,34.4911408262958,34.4911408262958,"[73.69857144956524, 49.819796202077114, 1.9857655673604582, 35.25377390441192, 43.5715731371692, 39.14764206448982, 63.68640245151131, 0, 0, 0]"
54,bursty,CILB,328,6,33.66844319379337,33.66844319379337,"[51.589000014695664, 34.87385734145398, 1.3900358971523206, 70.84537121331911, 30.50010119601844, 43.052533826835734, 44.58048171605792, 0, 0, 0]"
55,bursty,CILB,302,6,39.4375695638312,39.4375695638312,"[36.112300010286965, 30.576197234724315, 0.9730251280066243, 49.591759849323374, 81.0740068269081, 30.136773678785012, 31.20633720124054, 0, 0, 0]"
56,bursty,CILB,253,6,38.17840835050989,38.17840835050989,"[25.278610007200875, 21.403338064307018, 0.681117589604637, 34.71423189452636, 56.75180477883567, 75.26594944389123, 21.844436040868377, 0, 0, 0]"
57,bursty,CILB,331,6,35.44497406022177,35.44497406022177,"[17.69502700504061, 78.00529500469564, 0.47678231272324584, 24.299962326168448, 39.72626334518497, 52.68616461072386, 18.077477188125396, 0, 0, 0]"
58,bursty,CILB,294,6,39.81549523265732,39.81549523265732,"[71.54231259204039, 54.60370650328694, 0.3337476189062721, 17.009973628317912, 27.808384341629477, 36.8803152275067, 12.654234031687777, 0, 0, 0]"
59,bursty,CILB,310,6,33.4638375636958,33.4638375636958,"[50.07961881442827, 38.222594552300855, 0.23362333323439044, 11.906981539822537, 19.46586903914063, 25.81622065925469, 66.04082912338944, 0, 0, 0]"
0,ramp-up,Round-Robin,119,0,22.420537865759727,22.420537865759727,"[2.5711913419101786, 2.2539065111396495, 2.384526958954669, 2.1646806405885752, 2.222341220355625, 2.2396361816788337, 2.289432000415083, 2.2556165516632922, 2.5447318924238327, 2.2358799370512177]"
