time,pattern,strategy,traffic,active_replicas,p95_latency,p99_latency,cpu_usage
53,stable,Least-CPU,467,10,26.910734760232856,26.910734760232856,"[23.500142311507112, 21.086996383360542, 20.450464520360697, 23.082146458673737, 21.528457074161985, 20.431066191717637, 20.311728648689357, 22.17348774628444, 20.670145161634963, 22.28649022045805]"
54,stable,Least-CPU,538,10,25.56192601152663,25.56192601152663,"[20.36096589244654, 22.45979050002768, 23.08020529703988, 20.4566686989174, 21.027188393758426, 24.779894188656826, 25.218613422699953, 21.528711104744506, 22.58032888289957, 21.06460900326139]"
55,stable,Least-CPU,510,10,26.36404434609943,26.36404434609943,"[23.807423676828463, 21.20611197744838, 21.10633057885079, 24.460577603398328, 22.38320415255204, 21.359080451582642, 21.214135421161032, 22.336868059452634, 21.149340173490437, 22.00880523110616]"
56,stable,Least-CPU,498,10,26.903200807740806,26.903200807740806,"[20.763947323249315, 22.621862259462763, 25.447678285909753, 20.879219732231782, 20.156579592843077, 21.77421014548455, 22.83496405389881, 20.584709352750007, 24.278071355955728, 20.87742480018254]"
57,stable,Least-CPU,490,10,26.588964876059656,26.588964876059656,"[22.813485106804933, 21.453845936531046, 21.646211440223308, 21.603710931150196, 23.40977386906232, 20.722887847526057, 20.265509485048963, 24.149709281564373, 21.076829911073126, 21.516634045949406]"
58,stable,Least-CPU,508,10,26.592220113274113,26.592220113274113,"[20.425033633560723, 22.01928927135024, 20.63304379319144, 21.552539426008128, 20.34714699738242, 24.133379303232957, 23.88979179265892, 20.365679567468973, 23.137355482475954, 21.85670818487687]"
59,stable,Least-CPU,508,10,26.697048697957495,26.697048697957495,"[22.39575781212853, 21.10198989988702, 22.316412128426773, 21.28200246446796, 24.64368984640931, 20.424774348013525, 21.263711698928873, 22.91330867051045, 20.75854862082946, 21.637046679839248]"
0,stable,CILB,518,2,35.97544029367792,35.97544029367792,"[78.6947878781485, 19.55707515513682, 0, 0, 0, 0, 0, 0, 0, 0]"
1,stable,CILB,540,2,39.25012090176018,39.25012090176018,"[61.5003265827192, 83.2253871683095, 0, 0, 0, 0, 0, 0, 0, 0]"
2,stable,CILB,547,3,55.105920701548484,55.105920701548484,"[67.71955277718045, 60.1242466639762, 88.49373663253283, 0, 0, 0, 0, 0, 0, 0]"
3,stable,CILB,519,3,35.244074562929555,35.244074562929555,"[65.19686125368438, 65.7636911332394, 61.94561564277298, 0, 0, 0, 0, 0, 0, 0]"
4,stable,CILB,550,4,35.5457546442285,35.5457546442285,"[65.262925277823, 64.55199129144368, 67.70628141318599, 43.37849567920769, 0, 0, 0, 0, 0, 0]"
5,stable,CILB,492,4,37.731684788729716,37.731684788729716,"[64.04411840674874, 63.894560215028804, 65.29814277856521, 72.46067292124447, 0, 0, 0, 0, 0, 0]"
6,stable,CILB,541,5,34.718256570912054,34.718256570912054,"[64.37081764510165, 65.76203440103842, 66.75418181166384, 63.58882342648825, 31.908906755764992, 0, 0, 0, 0, 0]"
7,stable,CILB,530,5,38.824223806907,38.824223806907,"[67.29634362119475, 56.164933831708645, 46.727927268164684, 65.11339761053932, 75.65064653955466, 0, 0, 0, 0, 0]"
8,stable,CILB,493,5,39.23104876011887,39.23104876011887,"[59.0083654453024, 70.31387640635741, 70.72498041414526, 63.85097715912521, 52.955452577688256, 0, 0, 0, 0, 0]"
9,stable,CILB,533,5,39.12224444928596,39.12224444928596,"[64.75085343984036, 63.510373966270286, 62.19279933653893, 67.07871572333093, 66.87595976660873, 0, 0, 0, 0, 0]"
10,stable,CILB,518,5,36.8754410961149,36.8754410961149,"[63.69508886167647, 64.08380623305051, 66.03146236922053, 64.13056468842744, 66.54271181575525, 3.157129903638475, 0, 0, 0, 0]"
11,stable,CILB,467,6,58.62486320347852,58.62486320347852,"[55.40005225773898, 44.858664363135354, 46.22202365845437, 44.89139528189921, 46.579898271028675, 89.65037637629614, 0, 0, 0, 0]"
12,stable,CILB,498,6,38.42952756591164,38.42952756591164,"[38.78003658041728, 73.56546856351684, 51.91423738919516, 72.22169183744056, 32.60592878972007, 62.75526346340729, 0, 0, 0, 0]"
13,stable,CILB,516,6,40.97867188946957,40.97867188946957,"[73.92156064282621, 51.49582799446179, 40.57553018203626, 50.55518428620839, 79.9117826851352, 43.9286844243851, 0, 0, 0, 0]"
14,stable,CILB,508,6,38.76600605243026,38.76600605243026,"[51.745092449978344, 36.047079596123254, 69.14378069823263, 51.71603936153207, 55.938247879594634, 72.07009834789815, 0, 0, 0, 0]"
15,stable,CILB,459,6,38.509551479807335,38.509551479807335,"[45.51319668249319, 75.29381013485965, 48.40064648876284, 69.51523406811046, 39.15677351571624, 50.44906884352871, 0, 0, 0, 0]"
16,stable,CILB,475,6,39.23034359293743,39.23034359293743,"[73.48959671718498, 52.705667094401754, 44.15756166053052, 48.66066384767732, 74.49923984166227, 35.31434819047009, 0, 0, 0, 0]"
17,stable,CILB,550,6,38.95158709922049,38.95158709922049,"[51.44271770202948, 36.89396696608122, 68.50823252328158, 51.83573437138369, 52.14946788916359, 69.59845803934331, 0, 0, 0, 0]"
18,stable,CILB,513,6,40.31259841377107,40.31259841377107,"[72.6473980450165, 71.11862358039303, 47.9557627662971, 56.46149231853016, 36.50462752241451, 48.718920627540314, 0, 0, 0, 0]"
19,stable,CILB,490,6,35.64656760546877,35.64656760546877,"[50.85317863151155, 49.783036506275124, 67.17486554778034, 39.52304462297111, 70.41608635904844, 47.131806664460875, 0, 0, 0, 0]"
20,stable,CILB,484,6,38.5681199192031,38.5681199192031,"[35.59722504205808, 47.00128114106691, 47.02240588344624, 74.67402890095916, 49.291260451333905, 67.78051632756865, 0, 0, 0, 0]"
21,stable,CILB,522,6,37.58752448968456,37.58752448968456,"[74.47877530602702, 72.87960020841908, 50.54585203717272, 52.27182023067141, 34.50388231593373, 47.44636142929805, 0, 0, 0, 0]"
22,stable,CILB,493,6,38.442640814664756,38.442640814664756,"[52.13514271421891, 51.015720145893354, 46.28024485125267, 36.590274161469985, 78.1224936541645, 67.49274712643745, 0, 0, 0, 0]"
23,stable,CILB,453,6,38.88457632206126,38.88457632206126,"[36.494599899953236, 39.1136821031661, 73.35868372579164, 72.07920641441011, 54.68574555791515, 47.24492298850621, 0, 0, 0, 0]"
24,stable,CILB,496,6,40.96293406466926,40.96293406466926,"[73.42766722604921, 75.86030788781505, 51.351078608054145, 50.455444490087075, 38.2800218905406, 37.713900158631546, 0, 0, 0, 0]"
25,stable,CILB,492,6,39.93568267832546,39.93568267832546,"[51.399367058234446, 53.102215521470534, 35.9457550256379, 39.806546350377396, 69.41884393373074, 70.11474193883772, 0, 0, 0, 0]"
26,stable,CILB,467,6,38.979580036852944,38.979580036852944,"[35.97955694076411, 37.171550865029374, 76.6350021591301, 71.70780749489059, 48.593190753611516, 49.080319357186404, 0, 0, 0, 0]"
27,stable,CILB,503,6,42.15314848265664,42.15314848265664,"[75.53356156003736, 78.43484989952539, 53.64450151139106, 50.19546524642341, 38.09186717424494, 34.35622355003048, 0, 0, 0, 0]"
28,stable,CILB,534,6,41.59026732210643,41.59026732210643,"[52.873493092026145, 54.90439492966777, 37.55115105797374, 44.32475672658159, 72.21435919262335, 75.06137686661393, 0, 0, 0, 0]"
29,stable,CILB,500,6,38.78666296196169,38.78666296196169,"[48.71451443270108, 38.43307645076744, 77.9970931617714, 74.59879681284922, 50.55005143483634, 52.54296380662974, 0, 0, 0, 0]"
30,stable,CILB,494,6,40.1441804358764,40.1441804358764,"[72.07310385968317, 69.52603448528511, 54.59796521323998, 52.21915776899445, 52.41495311342531, 36.780074664640814, 0, 0, 0, 0]"
31,stable,CILB,520,6,38.380832841221995,38.380832841221995,"[50.45117270177822, 48.668224139699575, 38.21857564926798, 67.21755179984649, 59.75280459941649, 74.37001058845847, 0, 0, 0, 0]"
32,stable,CILB,520,6,39.594784686597336,39.594784686597336,"[56.586442093168515, 72.95232340889962, 70.23123923870277, 47.05228625989254, 41.82696321959154, 52.05900741192092, 0, 0, 0, 0]"
33,stable,CILB,477,6,42.18960041308691,42.18960041308691,"[39.61050946521796, 51.06662638622973, 49.16186746709194, 67.54937582827675, 76.54053216448001, 49.35091315547058, 0, 0, 0, 0]"
34,stable,CILB,500,6,39.608387353441096,39.608387353441096,"[72.01009875760735, 35.74663847036081, 69.25160346376666, 47.28456307979372, 53.578372515136, 53.09913560242574, 0, 0, 0, 0]"
35,stable,CILB,492,6,40.50166975974292,40.50166975974292,"[50.40706913032514, 75.87172179402833, 48.47612242463666, 67.9985026890975, 37.5048607605952, 49.35979893892434, 0, 0, 0, 0]"
36,stable,CILB,515,6,40.71488417514897,40.71488417514897,"[35.284948391227594, 53.11020525581983, 71.07510607517648, 47.598951882368254, 73.31636102177336, 52.749943610006326, 0, 0, 0, 0]"
37,stable,CILB,501,6,37.821138633397815,37.821138633397815,"[71.0525706771397, 37.17714367907388, 49.75257425262353, 74.15815472644067, 51.32145271524135, 49.22180252658157, 0, 0, 0, 0]"
38,stable,CILB,523,6,38.51375814877356,38.51375814877356,"[49.736799473997785, 69.85857473938637, 57.413988308001166, 51.91070830850847, 35.92501690066894, 68.0787116459353, 0, 0, 0, 0]"
39,stable,CILB,543,6,41.78207463908185,41.78207463908185,"[72.75194856413268, 48.90100231757046, 40.18979181560081, 62.370526569090444, 74.81407469683055, 47.65509815215471, 0, 0, 0, 0]"
40,stable,CILB,533,6,39.46234726061879,39.46234726061879,"[50.92636399489287, 58.69967767295445, 74.84288304235642, 43.65936859836331, 52.36985228778138, 72.27373887507957, 0, 0, 0, 0]"
41,stable,CILB,480,6,36.480589812078996,36.480589812078996,"[66.34067283260711, 41.08977437106811, 52.39001812964949, 69.66440674003442, 55.2901623656187, 50.5916172125557, 0, 0, 0, 0]"
42,stable,CILB,506,6,39.4765913048395,39.4765913048395,"[46.438470982824974, 73.36599282589232, 57.53257970553324, 48.76508471802409, 38.70311365593309, 70.51398669855084, 0, 0, 0, 0]"
43,stable,CILB,548,6,37.6142243882793,37.6142243882793,"[70.15049654503761, 51.35619497812462, 40.27280579387326, 60.90004624309092, 70.4731628437906, 49.35979068898558, 0, 0, 0, 0]"
44,stable,CILB,547,6,35.851329546788385,35.851329546788385,"[49.105347581526324, 64.56240099696049, 71.68672821633865, 42.63003237016364, 49.33121399065342, 73.58679524504394, 0, 0, 0, 0]"
45,stable,CILB,524,6,36.30652367577115,36.30652367577115,"[72.2541006616396, 45.19368069787234, 50.18070975143705, 75.382786447104, 58.89214931562839, 51.51075667153076, 0, 0, 0, 0]"
46,stable,CILB,457,6,37.64261575539822,37.64261575539822,"[50.57787046314772, 67.49900705338395, 69.28809316940479, 52.767950512972796, 41.22450452093987, 52.29490403664585, 0, 0, 0, 0]"
47,stable,CILB,515,6,40.279702865247785,40.279702865247785,"[70.5003032608747, 47.24930493736876, 48.50166521858335, 36.937565359080956, 69.81275296960526, 62.32817666583348, 0, 0, 0, 0]"
48,stable,CILB,548,6,39.636187118844404,39.636187118844404,"[49.35021228261229, 69.19807877242361, 59.88930098382424, 70.8581945633564, 48.86892707872368, 43.629723666083436, 0, 0, 0, 0]"
49,stable,CILB,456,6,36.41577068142994,36.41577068142994,"[48.13229801291825, 48.438655140696525, 41.922510688676965, 49.60073619434948, 66.92393678200156, 74.21072723017812, 0, 0, 0, 0]"
50,stable,CILB,521,6,39.20946387376885,39.20946387376885,"[72.10630587514227, 57.882501018236184, 72.32011259206438, 34.720515336044635, 46.84675574740109, 51.947509061124684, 0, 0, 0, 0]"
51,stable,CILB,528,6,38.292669277165395,38.292669277165395,"[50.47441411259958, 40.51775071276533, 50.62407881444506, 78.52949063628729, 68.82951012770519, 55.233717876291564, 0, 0, 0, 0]"
52,stable,CILB,496,6,39.97614714485497,39.97614714485497,"[70.75214121445227, 72.08376475661714, 54.74147000791227, 54.9706434454011, 48.180657089393634, 38.66360251340409, 0, 0, 0, 0]"
53,stable,CILB,467,6,37.70440432685036,37.70440432685036,"[49.52649885011658, 50.458635329631996, 47.8338051905943, 38.47945041178077, 68.87183092831879, 77.66745926467837, 0, 0, 0, 0]"
54,stable,CILB,538,6,38.05857204479243,38.05857204479243,"[58.326700441798536, 35.32104473074239, 71.16669476356228, 69.55910980168893, 48.210281649823145, 54.367221485274854, 0, 0, 0, 0]"
55,stable,CILB,510,6,37.05913671893763,37.05913671893763,"[40.828690309258974, 73.26515915939697, 49.81668633449359, 48.69137686118225, 72.87767793484626, 54.89723659547354, 0, 0, 0, 0]"
56,stable,CILB,498,6,38.40054571294792,38.40054571294792,"[75.86635390552291, 51.285611411577875, 55.42851555318142, 68.9178493106159, 51.01437455439238, 38.428065616831475, 0, 0, 0, 0]"
57,stable,CILB,490,6,37.60655910434645,37.60655910434645,"[53.106447733866034, 51.600759816746645, 38.799960887226995, 48.24249451743113, 70.41999088772059, 72.75509257287732, 0, 0, 0, 0]"
58,stable,CILB,508,6,37.05446991832795,37.05446991832795,"[37.17451341370622, 53.799450468523574, 77.000945284307, 71.166413597296, 49.29399362140441, 50.92856480101412, 0, 0, 0, 0]"
59,stable,CILB,508,6,37.22184005583476,37.22184005583476,"[70.84836503831329, 37.6596153279665, 53.90066169901489, 49.8164895181072, 69.42646930002017, 54.59517556921074, 0, 0, 0, 0]"
0,bursty,Round-Robin,897,10,26.043614169476857,26.043614169476857,"[18.714091504726046, 17.461990924957867, 16.636281017536618, 17.405549902962875, 18.43312153437317, 16.622067704783934, 19.551126111179315, 19.67977496390051, 18.56385571901989, 16.877107695035328]"
1,bursty,Round-Robin,979,10,28.982118768533994,28.982118768533994,"[32.95803760830799, 30.101378821917002, 31.936174369560938, 29.911550349718244, 34.07779588392033, 29.28099641063458, 34.35338816792597, 32.67321861594735, 32.73100455831851, 31.316517135511045]"
2,bursty,Round-Robin,266,10,27.867173341574336,27.867173341574336,"[27.97176525942746, 26.816811104260072, 27.930603074083702, 26.024893254686056, 29.03623662380381, 25.328377727595573, 28.93117350741248, 28.280413103761408, 28.052274826671514, 27.301211514283867]"
3,bursty,Round-Robin,304,10,27.21866104238382,27.21866104238382,"[26.133665913227084, 25.28054811088061, 25.86712743322047, 24.461779412734693, 26.325537440070217, 23.564432919287036, 26.131401489497723, 25.76950211520951, 25.97001876556915, 25.125319970410615]"
4,bursty,Round-Robin,309,10,27.259493211705685,27.259493211705685,"[23.95808789225056, 24.45992546196266, 24.178601036375962, 23.296151201371906, 24.66149660543708, 22.982524326473357, 24.419975597705097, 24.24262094979911, 24.887620860076236, 23.52788259722783]"
5,bursty,Round-Robin,347,10,26.582324054392195,26.582324054392195,"[23.66020449400738, 24.734490371130935, 24.247027692667675, 23.24275773417392, 23.928574810757226, 22.727119640640957, 23.659576063608675, 24.486531014777857, 24.55304103248301, 22.860402759167314]"
6,bursty,Round-Robin,336,10,24.300833996541403,24.300833996541403,"[23.178494414821543, 23.977124418682486, 24.149424232416678, 23.157939071587997, 22.942521091113335, 22.33999051653325, 23.875964930839224, 23.379794115008128, 23.54523587663024, 22.810601502141054]"
7,bursty,Round-Robin,319,10,27.19620105999987,27.19620105999987,"[23.17350748237079, 23.77201058148554, 23.005142589756726, 22.575384578851246, 23.057758732108965, 21.78673357997173, 23.55054494289461, 22.148757169336335, 22.67227187958798, 22.199926927519023]"
8,bursty,Round-Robin,327,10,26.63925481125391,26.63925481125391,"[23.106438987349676, 23.636474639452963, 22.327084102989694, 21.92969325748511, 22.246736683479153, 21.717976804865103, 23.401192614363175, 21.508129251517033, 22.903096015788513, 21.930088004384555]"
9,bursty,Round-Robin,319,10,25.92560012951982,25.92560012951982,"[22.46661589280238, 22.542765094887088, 22.517401398274437, 21.930117687843108, 22.204777984067167, 21.560325857605378, 22.293165214043412, 21.98425767052609, 22.668870969187523, 21.624986828116242]"
10,bursty,Round-Robin,862,10,28.991917853069257,28.991917853069257,"[31.928569684076486, 34.08041831362249, 32.706132544963324, 32.14915520630347, 34.102968814034504, 32.88670519881052, 32.29831996375276, 31.285421630005665, 32.71910815559116, 31.11344159719465]"
11,bursty,Round-Robin,971,10,31.254945010009187,31.254945010009187,"[41.64613467890641, 41.54508246410314, 42.582993566328796, 43.18679550590213, 42.907143008007914, 43.296791402659466, 43.51516387668225, 40.77869986874836, 43.93238072881444, 41.68652335258504]"
12,bursty,Round-Robin,274,10,29.461775390502456,29.461775390502456,"[34.64286855160682, 34.17532216652042, 35.35577898194787, 35.20651805553388, 35.3129437334494, 35.578346568374435, 36.29099782046065, 33.51578036115801, 35.785885562002065, 34.30955134355192]"
13,bursty,Round-Robin,280,10,28.393631221448818,28.393631221448818,"[29.68031426762276, 29.41680834719518, 30.625739909473445, 29.69462410753262, 30.48536726691698, 30.524791485494113, 30.492636403134714, 28.593558322489844, 30.40886562731107, 29.394846660216892]"
14,bursty,Round-Robin,264,10,27.53639815232941,27.53639815232941,"[25.65359019106046, 26.325493537415042, 26.55061800162521, 25.92265663154743, 26.24433525287249, 26.78909233229929, 26.275642037556576, 25.63814465253249, 26.71038877142268, 25.647932387143364]"
15,bursty,Round-Robin,340,10,26.894968341661702,26.894968341661702,"[24.444482522199255, 24.77057290162284, 25.950936382759892, 25.273187748698206, 24.609847455602242, 25.309431772063036, 25.352512689309698, 24.561480814875054, 25.769100205565, 24.40988447680585]"
16,bursty,Round-Robin,333,10,24.760749185914552,24.760749185914552,"[23.23043910832987, 24.20313298441188, 25.404143239840664, 24.495913084724936, 23.862092672033853, 23.8855718389481, 24.06320944009156, 23.982598059774432, 24.39278787873057, 23.241293577367305]"
17,bursty,Round-Robin,266,10,26.707566361551176,26.707566361551176,"[21.847753004945616, 22.441607882458605, 23.44201172998512, 22.21030289297156, 22.193560325217547, 22.205243173422538, 22.157109262154076, 22.0893517074222, 22.15973322836916, 21.06186999168372]"
18,bursty,Round-Robin,283,10,26.08459973023756,26.08459973023756,"[20.61232514024803, 21.30390640252231, 21.685979193270214, 20.82790417718339, 21.0650431372179, 20.78186481164495, 20.82876416432069, 21.68288052330056, 20.960193733547673, 20.272003405513804]"
19,bursty,Round-Robin,331,10,26.666403892112974,26.666403892112974,"[20.727632845135087, 21.582578965618463, 21.548671843986053, 21.190964637600075, 21.162563477470698, 20.80894100794762, 21.46700653116819, 22.36087351881526, 21.504362667632897, 21.286969976360155]"
20,bursty,Round-Robin,919,10,28.91425523818812,28.91425523818812,"[31.680650135041866, 33.57392679660553, 34.904204041250004, 34.69753922070656, 34.74245739665881, 32.17887646331569, 34.58254938535203, 32.37796114728129, 34.47080087452775, 33.57760965825562]"
21,bursty,Round-Robin,893,10,30.65631544414492,30.65631544414492,"[41.58207312747655, 40.22169349267385, 42.86539887213032, 43.3258352672494, 41.6357195330822, 39.40480001697557, 42.62400837452191, 41.743108027988164, 41.955123651249835, 40.46698083526648]"
22,bursty,Round-Robin,264,10,28.963925518044043,28.963925518044043,"[33.879257319783584, 33.000473631149745, 35.11398053781152, 35.25937684507842, 33.92659106757129, 32.8809383434741, 35.600091317550564, 34.47413776167676, 34.68425629160593, 33.6672940650748]"
23,bursty,Round-Robin,308,10,28.23662030640304,28.23662030640304,"[29.468140546679475, 29.626622760556398, 31.12698538453224, 30.874549742574338, 29.91257078114406, 28.712584409861257, 30.593321894759633, 30.39592310141161, 30.38349747683298, 30.012432591944865]"
24,bursty,Round-Robin,349,10,28.124072500672277,28.124072500672277,"[27.191102938435172, 27.052495956745723, 28.911623805731626, 29.254977958146736, 28.283679519279197, 26.776809044644438, 27.917086997086788, 27.90689567836132, 28.23761238353576, 28.30990599571886]"
25,bursty,Round-Robin,315,10,27.618351933503448,27.618351933503448,"[25.888982659979057, 25.77505126922761, 26.261827348149822, 27.327858305561605, 25.649554723410212, 25.143185595060036, 26.309236841550987, 25.745941292727167, 25.62088129893399, 26.078712920010393]"
26,bursty,Round-Robin,252,10,26.97547520580873,26.97547520580873,"[23.246499830737903, 23.31143896933145, 23.20314025657476, 24.636165587764793, 23.10339276889203, 22.154836898025707, 23.322042481034973, 22.832419323577824, 23.12485407950142, 23.248750775908583]"
27,bursty,Round-Robin,304,10,25.474530038020934,25.474530038020934,"[22.11052525472028, 22.669652981226516, 22.01445866362012, 23.722420895210277, 22.220402444906735, 22.008655876440876, 22.148864073816803, 22.546693124798313, 21.909538099426115, 22.057162995548733]"
28,bursty,Round-Robin,274,10,25.869616644205085,25.869616644205085,"[21.365910438605766, 21.049950569083506, 20.596690015332214, 22.59182007332657, 21.490949597316725, 21.225277640609896, 21.216284808848936, 20.94134577414186, 20.614984077547213, 20.98517082687181]"
29,bursty,Round-Robin,349,10,26.271639546843776,26.271639546843776,"[21.315382390020396, 22.261358232314283, 21.32566951721278, 23.471101962060366, 22.28870299632341, 22.10765077941512, 21.15810431065842, 21.135225998177795, 22.02702737267051, 21.294185718620177]"
30,bursty,Round-Robin,969,10,29.509088973742607,29.509088973742607,"[34.83992826370202, 35.24042628349398, 32.761134512953014, 37.54115690071865, 33.5034502877495, 33.36431728417724, 32.34603199256877, 35.71997651606949, 34.06527935491011, 33.94045123203118]"
31,bursty,Round-Robin,856,10,30.630301348916422,30.630301348916422,"[42.08550261047205, 40.637133110086786, 39.604091056753276, 41.95625016789158, 39.37250851863024, 40.8755779414267, 39.27844850187027, 41.59622218128128, 39.290946065144716, 39.99391020804275]"
32,bursty,Round-Robin,266,10,27.725675449774318,27.725675449774318,"[34.40056853900223, 33.61063733053764, 33.014152192266366, 34.35626389784023, 32.78134524115566, 34.330065001499754, 33.259586179666435, 34.1179812347012, 32.950676447746325, 32.91118588664839]"
33,bursty,Round-Robin,339,10,27.64787141915285,27.64787141915285,"[31.35811744376895, 29.934535805380406, 30.204289097244022, 31.24177007032774, 29.283969687289215, 31.070758254034125, 30.272746690159583, 30.90886716696324, 30.006649259456147, 29.8146217259838]"
34,bursty,Round-Robin,278,10,27.25981097636647,27.25981097636647,"[27.873712979680757, 26.52308272555345, 26.987086621722273, 27.328735711990266, 26.37257741167524, 27.40318164853469, 26.911854595640285, 27.036244201811726, 27.089522528581092, 26.397789609353747]"
35,bursty,Round-Robin,320,10,26.55382371508418,26.55382371508418,"[26.461571307550333, 25.149873077011858, 24.700051784967734, 25.986606139153594, 25.41288469643015, 25.041986003650194, 24.74095561378039, 25.06607335525083, 24.8277906557046, 25.26628560133324]"
36,bursty,Round-Robin,325,10,27.09228208300518,27.09228208300518,"[24.509499384245764, 24.357451164050808, 23.35449154717765, 25.20048652441593, 23.640656557197538, 24.417046805078897, 24.285649598415244, 24.036474541058087, 23.45203241212427, 23.918405800095545]"
37,bursty,Round-Robin,344,10,25.643178354877676,25.643178354877676,"[23.397106358691442, 24.60431475821027, 22.995345489413804, 24.076566253871945, 23.252178882825334, 24.259505881897095, 23.96005102756724, 23.244356965412123, 23.543862126378343, 23.823702881171517]"
38,bursty,Round-Robin,314,10,26.1125705751545,26.1125705751545,"[22.054526829354444, 23.86566798742835, 21.85214134211781, 23.629440793659104, 22.909327948801685, 23.129565197480044, 22.62200571820736, 22.925014214600296, 23.192995839475145, 22.59130255499196]"
39,bursty,Round-Robin,326,10,25.03080775767674,25.03080775767674,"[21.44558594426, 23.036500017751706, 21.903530289635682, 23.165699599159634, 22.261365003248642, 22.49038274224912, 22.68024928678397, 22.62283604415167, 22.971848874681434, 22.591321769819327]"
40,bursty,Round-Robin,958,10,28.612553383313923,28.612553383313923,"[35.911665863302154, 34.38849379756327, 36.1271118798499, 36.372652394848885, 33.40006605914154, 34.0328555902889, 34.705184085443804, 33.627165719016034, 34.74032711639275, 34.531491746041084]"
41,bursty,Round-Robin,945,10,29.11937818933308,29.11937818933308,"[43.04229327730917, 41.60691652573007, 44.759810640272065, 43.57088270865686, 41.47778506814504, 43.682335438865536, 42.37058854173175, 42.866666967486395, 44.71174497809262, 44.712600769775854]"
42,bursty,Round-Robin,266,10,30.045769050499974,30.045769050499974,"[35.04569858037314, 34.925290764613145, 36.917056407197705, 35.722633008806675, 33.89650848338502, 36.0038688564111, 34.481142583897935, 35.72895147338121, 36.42880570229084, 36.643223859365264]"
43,bursty,Round-Robin,280,10,27.96823512780967,27.96823512780967,"[29.874231571206682, 30.35193160062044, 31.19955590194887, 30.081249634953103, 29.207205801175576, 30.840213479682486, 30.031651122759563, 30.88371873563768, 30.56330015126344, 30.773071915042976]"
44,bursty,Round-Robin,256,10,27.419389868445517,27.419389868445517,"[26.065621640289677, 26.27652379543119, 27.36099212704658, 25.762289578424642, 25.064710042157973, 26.420448858547093, 26.590501711364745, 26.87335674144417, 26.308228488506998, 26.876865453709456]"
45,bursty,Round-Robin,320,10,26.211486974585988,26.211486974585988,"[24.55257876355428, 24.9301219938842, 24.923854804505304, 23.938380481977532, 23.54677528925425, 24.692719504408732, 24.872047103582666, 24.773750764327545, 24.373675149185836, 24.871973991261193]"
46,bursty,Round-Robin,314,10,27.20007355661863,27.20007355661863,"[23.572709449533058, 24.016300883043883, 24.11216208356488, 22.479062744947235, 23.056511225576536, 23.09923301704908, 23.139971943577684, 24.140401346544266, 22.905277748036436, 23.10837643728019]"
47,bursty,Round-Robin,345,10,26.6077248451173,26.6077248451173,"[23.774275550627127, 24.1671803890328, 23.919170195295695, 22.52028624769571, 22.796372443171187, 23.555351284951378, 22.614339330907065, 23.207183000868636, 23.011135383921378, 22.929470095708318]"
48,bursty,Round-Robin,261,10,25.902449499313278,25.902449499313278,"[21.7530603505332, 21.778643648148602, 22.435323082359513, 20.742887109525448, 21.463561065321844, 22.203495629900626, 20.693235247881876, 21.709483443580815, 21.078177611726876, 21.637407660735267]"
49,bursty,Round-Robin,293,10,25.765515367987625,25.765515367987625,"[20.52055102352484, 20.55317400838371, 21.287492647717585, 19.91913129359968, 20.692680818047467, 20.882651027413363, 20.280138085246637, 20.833627247023507, 21.011425440623178, 20.620193085087692]"
50,bursty,Round-Robin,974,10,29.36036617617571,29.36036617617571,"[32.43260167256369, 33.19433647466751, 35.638844710887696, 32.794664808722324, 35.25254488205108, 34.732594137446185, 32.127257655531714, 34.37750976138223, 35.42272906761592, 33.67468802897953]"
51,bursty,Round-Robin,821,10,30.70838484648808,30.70838484648808,"[39.75106022139979, 38.230954947413714, 41.861345794257986, 39.985923099129344, 40.8125133252956, 41.204197017189685, 38.36889375097336, 39.02936046622462, 41.19042144212493, 41.1703275973487]"
52,bursty,Round-Robin,280,10,29.2140060308857,29.2140060308857,"[33.44291381210738, 31.95760311450045, 35.00201121617491, 33.70896668227981, 33.87316711603137, 34.97633579062356, 32.031298072950406, 33.40200939633872, 34.57133070506795, 34.478877694070626]"
53,bursty,Round-Robin,338,10,28.216972520108637,28.216972520108637,"[29.641517292963325, 29.0039028176502, 31.48378541706529, 30.40850648301135, 31.051583493595754, 30.907019594847704, 29.269903845836737, 30.006772071296382, 30.936409339927643, 30.471899908183303]"
54,bursty,Round-Robin,328,10,26.92605120970944,26.92605120970944,"[27.21134909716467, 26.503734226122056, 29.170777614111557, 28.276532053998384, 28.348585468201822, 27.717451704466185, 26.931368127030964, 27.258446662920147, 28.73643628630429, 28.444998490640074]"
55,bursty,Round-Robin,302,10,27.312294731417538,27.312294731417538,"[25.40745544832025, 24.72403987241887, 27.056866578068288, 25.406650125893577, 26.082803536927663, 26.00174332018443, 24.312753781152825, 24.990525346162947, 25.763539790673505, 26.182143105861876]"
56,bursty,Round-Robin,253,10,25.706776488754247,25.706776488754247,"[23.102301191704377, 22.248753798767588, 24.151088812137214, 22.91166916370645, 23.207464165741243, 23.603633046911447, 22.320396951425106, 22.63627614928221, 23.296027976164282, 23.585945451950234]"
57,bursty,Round-Robin,331,10,26.851108952600033,26.851108952600033,"[23.247784653926338, 22.588059600202158, 23.888378080088977, 22.414427501871252, 23.409809155514857, 23.690801463059326, 22.81774113116127, 23.120581047286162, 22.98042309696641, 22.6890261449303]"
