timestamp,pod_name,cpu_usage,memory_usage
2025-03-29 03:19:49,loadgenerator-5d95b8b6f-hqhbt,78m,93Mi
2025-03-29 03:19:49,paymentservice-7fb78c9cdb-dpzlk,54m,74Mi
2025-03-29 03:19:49,productcatalogservice-589d6845fd-5v6pn,144m,63Mi
2025-03-29 03:19:49,recommendationservice-6cf78cdb66-9nvrf,78m,90Mi
2025-03-29 03:19:49,redis-cart-bf5c68f69-fkddf,64m,53Mi
2025-03-29 03:19:49,shippingservice-584657c6cb-kbbzp,58m,59Mi
2025-03-29 03:19:50,adservice-78bb57dfbd-qlv75,70m,136Mi
2025-03-29 03:19:50,cartservice-5b68c68477-hm8dm,96m,101Mi
2025-03-29 03:19:50,checkoutservice-854f5747fd-khqzm,55m,58Mi
2025-03-29 03:19:50,currencyservice-7d8f79889b-cljl5,136m,89Mi
2025-03-29 03:19:50,emailservice-6787c86dcd-7qmsx,51m,95Mi
2025-03-29 03:19:50,frontend-6659c9d65f-92czd,283m,67Mi
2025-03-29 03:19:50,loadgenerator-5d95b8b6f-hqhbt,78m,93Mi
2025-03-29 03:19:50,paymentservice-7fb78c9cdb-dpzlk,54m,74Mi
2025-03-29 03:19:50,productcatalogservice-589d6845fd-5v6pn,144m,63Mi
2025-03-29 03:19:50,recommendationservice-6cf78cdb66-9nvrf,78m,90Mi
2025-03-29 03:19:50,redis-cart-bf5c68f69-fkddf,64m,53Mi
2025-03-29 03:19:50,shippingservice-584657c6cb-kbbzp,58m,59Mi
2025-03-29 03:19:51,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:51,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:51,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:51,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:51,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:51,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:51,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:51,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:51,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:51,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:51,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:51,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:53,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:53,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:53,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:53,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:53,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:53,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:53,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:53,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:53,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:53,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:53,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:53,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:54,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:54,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:54,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:54,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:54,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:54,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:54,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:54,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:54,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:54,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:54,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:54,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:55,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:55,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:55,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:55,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:55,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:55,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:55,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:55,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:55,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:55,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:55,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:55,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:56,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:56,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:56,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:56,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:56,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:56,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:56,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:56,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:56,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:56,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:56,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:56,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:57,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:57,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:57,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:57,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:57,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:57,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:57,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:57,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:57,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:57,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:57,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:57,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:58,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:58,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:58,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:58,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:58,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:58,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:58,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:58,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:58,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:58,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:58,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:58,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:19:59,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:19:59,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:19:59,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:19:59,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:19:59,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:19:59,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:19:59,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:19:59,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:19:59,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:19:59,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:19:59,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:19:59,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:00,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:20:00,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:20:00,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:20:00,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:20:00,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:20:00,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:20:00,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:20:00,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:20:00,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:20:00,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:20:00,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:20:00,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:02,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:20:02,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:20:02,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:20:02,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:20:02,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:20:02,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:20:02,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:20:02,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:20:02,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:20:02,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:20:02,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:20:02,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:03,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:20:03,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:20:03,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:20:03,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:20:03,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:20:03,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:20:03,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:20:03,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:20:03,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:20:03,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:20:03,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:20:03,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:04,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:20:04,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:20:04,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:20:04,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:20:04,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:20:04,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:20:04,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:20:04,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:20:04,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:20:04,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:20:04,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:20:04,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:05,adservice-78bb57dfbd-qlv75,48m,137Mi
2025-03-29 03:20:05,cartservice-5b68c68477-hm8dm,41m,101Mi
2025-03-29 03:20:05,checkoutservice-854f5747fd-khqzm,16m,58Mi
2025-03-29 03:20:05,currencyservice-7d8f79889b-cljl5,96m,89Mi
2025-03-29 03:20:05,emailservice-6787c86dcd-7qmsx,14m,90Mi
2025-03-29 03:20:05,frontend-6659c9d65f-92czd,235m,66Mi
2025-03-29 03:20:05,loadgenerator-5d95b8b6f-hqhbt,38m,93Mi
2025-03-29 03:20:05,paymentservice-7fb78c9cdb-dpzlk,10m,74Mi
2025-03-29 03:20:05,productcatalogservice-589d6845fd-5v6pn,102m,59Mi
2025-03-29 03:20:05,recommendationservice-6cf78cdb66-9nvrf,42m,90Mi
2025-03-29 03:20:05,redis-cart-bf5c68f69-fkddf,23m,53Mi
2025-03-29 03:20:05,shippingservice-584657c6cb-kbbzp,14m,59Mi
2025-03-29 03:20:06,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:06,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:06,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:06,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:06,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:06,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:06,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:06,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:06,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:06,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:06,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:06,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:07,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:07,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:07,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:07,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:07,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:07,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:07,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:07,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:07,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:07,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:07,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:07,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:08,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:08,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:08,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:08,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:08,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:08,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:08,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:08,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:08,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:08,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:08,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:08,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:09,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:09,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:09,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:09,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:09,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:09,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:09,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:09,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:09,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:09,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:09,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:09,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:11,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:11,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:11,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:11,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:11,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:11,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:11,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:11,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:11,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:11,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:11,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:11,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:12,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:12,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:12,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:12,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:12,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:12,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:12,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:12,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:12,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:12,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:12,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:12,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:13,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:13,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:13,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:13,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:13,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:13,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:13,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:13,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:13,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:13,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:13,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:13,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:14,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:14,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:14,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:14,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:14,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:14,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:14,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:14,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:14,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:14,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:14,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:14,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:15,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:15,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:15,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:15,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:15,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:15,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:15,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:15,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:15,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:15,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:15,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:15,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:16,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:16,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:16,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:16,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:16,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:16,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:16,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:16,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:16,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:16,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:16,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:16,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:17,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:17,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:17,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:17,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:17,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:17,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:17,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:17,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:17,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:17,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:17,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:17,shippingservice-584657c6cb-kbbzp,50m,61Mi
2025-03-29 03:20:18,adservice-78bb57dfbd-qlv75,75m,137Mi
2025-03-29 03:20:18,cartservice-5b68c68477-hm8dm,83m,101Mi
2025-03-29 03:20:18,checkoutservice-854f5747fd-khqzm,56m,58Mi
2025-03-29 03:20:18,currencyservice-7d8f79889b-cljl5,139m,90Mi
2025-03-29 03:20:18,emailservice-6787c86dcd-7qmsx,52m,90Mi
2025-03-29 03:20:18,frontend-6659c9d65f-92czd,273m,67Mi
2025-03-29 03:20:18,loadgenerator-5d95b8b6f-hqhbt,78m,94Mi
2025-03-29 03:20:18,paymentservice-7fb78c9cdb-dpzlk,52m,75Mi
2025-03-29 03:20:18,productcatalogservice-589d6845fd-5v6pn,140m,59Mi
2025-03-29 03:20:18,recommendationservice-6cf78cdb66-9nvrf,79m,91Mi
2025-03-29 03:20:18,redis-cart-bf5c68f69-fkddf,58m,53Mi
2025-03-29 03:20:18,shippingservice-584657c6cb-kbbzp,50m,61Mi
